Time (s),CI
0.3,1.5063571872360286
0.4,0.8389486329150665
0.5,1.0146020823740525
0.6000000000000001,1.0923589747689484
0.7,1.2241201829347674
0.8,1.031053048238695
0.9000000000000001,0.7890104421688193
1.0,1.2462859714789352
1.1,1.2521434049825881
1.2,1.4808428058700844
1.3,1.0718956865072284
1.4000000000000001,0.8345309740035924
1.5000000000000002,1.1503990672477187
1.6,0.8737932576710559
1.7000000000000002,0.6922910690982118
1.8,0.7175887957751308
1.9000000000000001,0.7037221769469955
2.0,0.7263273828679473
2.1,1.04271124693425
2.2,0.665706306137673
2.3,1.0910730604323098
2.4,1.0243497679159963
2.5,0.9143217701645598
2.6,0.7077545850494172
2.7,0.5850572857412611
2.8,0.5975704192162753
2.9,0.7116478435260714
3.0,0.8916386179714523
3.1,0.7314380644010395
3.2,1.0544893871759609
3.3,0.8355668498438132
3.4,0.6775125048723285
3.5,0.5327763758255536
3.6,0.5580855609636075
3.7,0.7292922680063749
3.8,0.878267392164669
3.9,0.791707877206201
4.0,0.7032551421820082
4.1000000000000005,0.6444162687967623
4.2,0.7546175715696322
4.3,0.3945272241115068
4.4,1.2004821243904464
4.5,1.436356809934731
4.6,1.3797606100349815
4.7,1.0703574077530653
4.8,0.7571299909242555
4.9,0.8069258485896308
5.0,0.7193597563135925
5.1000000000000005,1.1795813678314235
5.2,1.2634432878386614
5.3,1.0304724304280752
5.4,1.0960881190339917
5.5,0.6752674375210042
5.6000000000000005,0.7077841219826732
5.7,0.5874232251095406
5.8,0.8290598962501965
5.9,0.8250989781490098
6.0,0.6715067509388658
6.1000000000000005,0.4943195771661716
6.2,0.886980484378664
6.3,0.5662773714563952
6.4,0.6706792713451379
6.5,1.165100557348533
6.6000000000000005,0.5991778328467972
6.7,0.44562331017358886
6.8,0.0745836044950281
6.9,0.09596454504848002
7.0,0.1203266480801312
7.1000000000000005,0.10155636615916945
7.2,0.1350812595366932
7.3,0.07791158295120566
7.4,0.09289849040818356
7.5,0.22716089518282367
7.6000000000000005,0.08066731163636241
7.7,0.16053369712245127
7.8,0.0792742320719679
7.9,0.08396976620658651
8.0,0.20595993171227028
8.100000000000001,0.4587030963372495
8.200000000000001,0.17062541331845282
8.3,0.1570983646014351
8.4,0.4045301792622803
8.500000000000002,0.34791924215513986
8.600000000000001,0.4420304964435997
8.700000000000001,0.22071359882479286
8.8,0.27652431941661704
8.9,0.269757710610028
9.000000000000002,0.3353093208240038
9.100000000000001,0.2863073993423416
9.200000000000001,0.43789779837520626
9.3,0.305521979614323
9.4,0.3894882511095533
9.500000000000002,0.3193017979745474
9.600000000000001,0.3447681557757859
9.700000000000001,0.3868703181177968
9.8,0.38982680196882386
9.900000000000002,0.4917277496130232
10.000000000000002,0.7294677717108761
10.100000000000001,0.7151125032290515
10.200000000000001,0.8693123870105591
10.3,1.0480668500028816
10.400000000000002,0.9813054756785922
10.500000000000002,0.7939533310759139
10.600000000000001,0.6849448891688514
10.700000000000001,0.6779146016111725
10.8,0.8796741678794101
10.900000000000002,0.5723394142738704
11.000000000000002,0.6247534334488282
11.100000000000001,0.44600289786470215
11.200000000000001,0.6878514145864005
11.3,1.40262305217614
11.400000000000002,1.5118304388085249
11.500000000000002,1.24827085774181
11.600000000000001,1.2118704342899953
11.700000000000001,1.2175736112039992
11.8,1.341450437492814
11.900000000000002,1.4801263168702048
12.000000000000002,1.40486846102229
12.100000000000001,1.2019223495500075
12.200000000000001,1.0047392367210581
12.3,0.4778647321187136
12.400000000000002,0.36236044050966054
12.500000000000002,0.07699250275685314
12.600000000000001,0.2109393629922518
12.700000000000001,0.5133810101830273
12.8,0.7243114022825182
12.900000000000002,0.9714656371121128
13.000000000000002,0.44488869045712875
13.100000000000001,0.276639467944776
13.200000000000001,0.20388517637043335
13.3,0.30134675531015986
13.400000000000002,0.19497648368080522
13.500000000000002,0.26525722365301196
13.600000000000001,0.36645095411677636
13.700000000000001,0.3516696969202057
13.8,0.29610811227732015
13.900000000000002,0.4312346126069942
14.000000000000002,0.5400128810226653
14.100000000000001,0.6084793326874065
14.200000000000001,0.7461910821760842
14.3,0.5872169309953671
14.400000000000002,0.23003640889177787
14.500000000000002,0.09741042125838974
14.600000000000001,0.26160181078880346
14.700000000000001,0.8437126425511261
