Time (s),X Axis (m/s^2),Y Axis (m/s^2),Z Axis (m/s^2)
4.897637795,0.106494637,0.304291067,0.239895447
4.898243489,-0.798822746,1.188053274,0.759614686
4.898849182,-0.080316886,0.464757376,0.407546815
4.899454876,0.183135262,-0.617791452,-0.43789508
4.900060569,-0.144982414,-0.210638132,-0.732482482
4.900666263,0.317256356,-0.646531687,-0.665421935
4.901271956,0.607053719,-0.826158152,-0.306169006
4.90187765,0.671719246,-0.229798288,-0.042716857
4.902483343,0.161580086,-0.057356882,0.084219178
4.903089037,-0.379694328,1.037167044,0.3812016
4.90369473,-0.401249504,0.744974661,0.405151795
4.904300424,0.101704598,-0.390264597,0.345276307
4.904906118,-0.159352531,0.067184134,0.091404236
4.905511811,-0.037206535,-0.359129343,-0.43550006
4.906117505,0.290911141,-0.874058542,-0.121752502
