0,-0.106807985
0.000613874,-0.092437868
0.001227747,0.046473265
0.001841621,-0.037352419
0.002455494,-0.08285779
0.003069368,0.072818479
0.003683241,-0.03256238
0.004297115,0.118323851
0.004910988,0.060843382
0.005524862,-0.207398806
0.006138735,0.132693968
0.006752609,0.094373655
0.007366483,-0.18584363
0.007980356,0.005757933
0.00859423,0.056053343
0.009208103,-0.056512575
0.009821977,0.077608519
0.01043585,0.132693968
0.011049724,-0.097227907
0.011663597,-0.224163942
0.012277471,0.044078245
0.012891344,-0.001427126
0.013505218,-0.255299196
0.014119091,0.041683226
0.014732965,0.044078245
0.015346839,-0.298409548
0.015960712,-0.042142458
0.016574586,-0.137943239
0.017188459,-0.18584363
0.017802333,0.027313108
0.018416206,0.108743772
0.01903008,-0.080462771
0.019643953,0.230889769
0.020257827,0.22130969
0.0208717,-0.099622927
0.021485574,0.175804319
0.022099448,0.089583616
0.022713321,-0.351099978
0.023327195,-0.118783083
0.023941068,0.199754515
0.024554942,-0.051722536
0.025168815,0.051263304
0.025782689,0.003362913
0.026396562,-0.042142458
0.027010436,0.056053343
0.027624309,0.058448362
0.028238183,-0.123573122
0.028852056,-0.025377321
0.02946593,0.235679808
0.030079804,0.048868284
0.030693677,-0.164288454
0.031307551,0.185384397
0.031921424,0.139879026
0.032535298,-0.193028689
0.033149171,-0.056512575
0.033763045,-0.046932497
0.034376918,-0.075672731
0.034990792,0.044078245
0.035604665,0.029708128
0.036218539,0.005757933
0.036832413,-0.034957399
0.037446286,-0.267274294
0.03806016,-0.006217165
0.038674033,0.135088987
0.039287907,-0.176263552
0.03990178,-0.068487673
0.040515654,0.27639514
0.041129527,0.087188597
0.041743401,-0.044537478
0.042357274,0.135088987
0.042971148,-0.020587282
0.043585021,-0.164288454
0.044198895,-0.020587282
0.044812769,0.075213499
0.045426642,-0.068487673
0.046040516,-0.015797243
0.046654389,-0.006217165
0.047268263,-0.193028689
0.047882136,0.103953733
0.04849601,0.036893186
0.049109883,-0.056512575
0.049723757,-0.003822146
0.05033763,-0.070882692
0.050951504,0.008152952
0.051565378,-0.022982302
0.052179251,-0.001427126
0.052793125,-0.015797243
0.053406998,0.060843382
0.054020872,0.051263304
0.054634745,-0.109203005
0.055248619,-0.078067751
0.055862492,0.080003538
0.056476366,0.029708128
0.057090239,0.12071887
0.057704113,-0.03256238
0.058317986,-0.255299196
0.05893186,0.159039183
0.059545734,0.034498167
0.060159607,-0.109203005
0.060773481,0.056053343
0.061387354,0.000967894
0.062001228,0.096768675
0.062615101,-0.046932497
0.063228975,0.003362913
0.063842848,0.024918089
0.064456722,0.192569456
0.065070595,0.135088987
0.065684469,-0.145128298
0.066298343,0.182989378
0.066912216,-0.106807985
0.06752609,0.089583616
0.068139963,0.228494749
0.068753837,0.065633421
0.06936771,0.01773303
0.069981584,-0.130758181
0.070595457,0.072818479
0.071209331,0.094373655
0.071823204,-0.058907595
0.072437078,-0.022982302
0.073050952,-0.001427126
0.073664825,0.075213499
0.074278699,0.034498167
0.074892572,0.130298948
0.075506446,0.202149534
0.076120319,-0.221768923
0.076734193,0.12311389
0.077348066,0.147064085
0.07796194,-0.118783083
0.078575813,-0.061302614
0.079189687,0.07042346
0.07980356,0.082398558
0.080417434,-0.166683474
0.081031308,0.024918089
0.081645181,0.02012805
0.082259055,0.07042346
0.082872928,-0.03256238
0.083486802,-0.178658571
0.084100675,0.012942991
0.084714549,0.154249144
0.085328422,-0.078067751
0.085942296,0.046473265
0.086556169,0.405726194
0.087170043,-0.123573122
0.087783917,-0.298409548
0.08839779,-0.020587282
0.089011664,-0.140338259
0.089625537,-0.125968142
0.090239411,0.137484007
0.090853284,-0.099622927
0.091467158,0.003362913
0.092081031,0.262025022
0.092694905,-0.097227907
0.093308778,-0.23613904
0.093922652,0.211729612
0.094536525,-0.070882692
0.095150399,-0.298409548
0.095764273,0.118323851
0.096378146,0.003362913
0.09699202,-0.090042849
0.097605893,0.099163694
0.098219767,0.039288206
0.09883364,-0.102017946
0.099447514,-0.027772341
0.100061387,0.046473265
0.100675261,-0.049327517
0.101289134,-0.097227907
0.101903008,-0.008612185
0.102516882,0.032103147
0.103130755,0.130298948
0.103744629,-0.049327517
0.104358502,-0.006217165
0.104972376,0.156644163
0.105586249,-0.157103396
0.106200123,-0.102017946
0.106813996,-0.207398806
0.10742787,-0.080462771
0.108041743,0.216519651
0.108655617,0.003362913
0.10926949,-0.145128298
0.109883364,-0.020587282
0.110497238,-0.013402224
0.111111111,-0.178658571
0.111724985,0.07042346
0.112338858,0.115928831
0.112952732,0.039288206
0.113566605,0.080003538
0.114180479,-0.094832888
0.114794352,-0.03256238
0.115408226,0.127903929
0.116022099,-0.015797243
0.116635973,-0.145128298
0.117249847,0.034498167
0.11786372,0.206939573
0.118477594,-0.070882692
0.119091467,-0.051722536
0.119705341,0.072818479
0.120319214,-0.125968142
0.120933088,-0.046932497
0.121546961,0.058448362
0.122160835,-0.149918337
0.122774708,-0.245719118
