Time (s),Accel X (m/s^2),Accel Y (m/s^2),Accel Z (m/s^2),CI Value
6.767875,-0.115763175487518,-0.00745281429290772,-0.0966282792091365,0.7175531784029628
6.76848069351908,-0.168453605175018,-0.0936735174179077,-0.230749372959137,0.7175531784029628
6.769086387038159,0.0590732502937317,-0.03619304866790771,0.276994767665863,0.7175531784029628
6.769692080557238,-0.31215477705001804,0.07158283023834229,0.0782081465721135,0.7175531784029628
6.770297774076317,-0.161268546581268,0.112298162269592,0.06623304891586351,0.7175531784029628
6.770903467595397,0.044703133106231696,0.0643977716445923,0.20993422079086302,0.7175531784029628
6.771509161114476,0.0303330159187317,0.07397784976959229,0.111738420009613,0.7175531784029628
6.772114854633555,-0.257069327831268,-0.148758966636658,0.257834611415863,0.7175531784029628
6.772720548152635,-0.051097648143768305,-0.134388849449158,-0.30259995889663704,0.7175531784029628
6.773326241671715,0.0135678791999817,-0.0194279119491577,-0.00322251749038653,0.7175531784029628
6.773931935190793,-0.0989980387687683,-0.00745281429290772,0.15484877157211302,0.7175531784029628
6.774537628709873,0.0566782307624817,-0.230189630699158,0.308130021572113,0.7175531784029628
6.775143322228952,-0.0606777262687683,-0.179894220542908,0.114133439540863,0.7175531784029628
6.775749015748032,-0.0031972575187683102,0.126668279457092,-0.07028306436538649,0.7175531784029628
6.776354709267111,-0.120553214550018,-0.0146378728866577,0.15484877157211302,0.7175531784029628
6.77696040278619,-0.0630727458000183,0.0476326349258423,0.0135426192283635,0.7175531784029628
6.77756609630527,-0.113368155956268,0.0979280450820923,-0.137343611240387,0.7175531784029628
6.778171789824349,-0.0223574137687683,-0.153549005699158,-0.281044783115387,0.7175531784029628
6.778777483343428,-0.0391225504875183,-0.029007990074157698,-0.12776353311538702,0.7175531784029628
6.779383176862508,-0.10857811689376799,-0.0673283025741577,0.29615492391586296,0.7175531784029628
6.779988870381587,0.042308113574981696,-0.0864884588241577,0.504521623134613,0.7175531784029628
6.780594563900666,-0.230724112987518,0.0859529474258423,0.272204728603363,0.7175531784029628
6.781200257419746,0.126133797168732,-0.189474298667908,0.0806031661033635,0.7175531784029628
6.781805950938825,0.0183579182624817,-0.230189630699158,0.0422828536033635,0.7175531784029628
6.782411644457905,0.03272803544998169,0.14822345523834202,-0.192429060459137,0.7175531784029628
6.783017337976983,-0.0654677653312683,0.0284724786758423,0.12610853719711299,0.7175531784029628
6.783623031496063,0.0830234456062317,0.0188924005508423,0.0925782637596135,0.7175531784029628
6.784228725015143,0.0494931721687317,-0.0649332830429077,0.0925782637596135,0.7175531784029628
6.7848344185342215,0.00398780107498169,-0.0170328924179077,0.372795548915863,0.7175531784029628
6.785440112053301,0.183614265918732,0.15301349430084202,0.250649552822113,0.7175531784029628
6.786045805572381,-0.0199623942375183,0.038052556800842297,0.20993422079086302,0.7175531784029628
6.78665149909146,0.0710483479499817,0.0476326349258423,0.14526869344711302,0.7175531784029628
6.787257192610539,0.0231479573249817,0.0164973810195923,0.14526869344711302,0.7175531784029628
6.787862886129618,0.193194344043732,0.0835579278945923,0.169218888759613,0.7175531784029628
6.788468579648698,-0.0271474528312683,-0.00745281429290772,0.0973683028221135,0.7175531784029628
6.789074273167778,0.0758383870124817,-0.0697233221054077,0.157243791103363,0.7175531784029628
6.789679966686856,-0.0055922770500183095,0.0164973810195923,0.0806031661033635,0.7175531784029628
6.790285660205936,0.09739356279373171,0.10511310367584199,0.133293595790863,0.7175531784029628
6.790891353725015,0.176429207324982,-0.170314142417908,0.279389787197113,0.7175531784029628
6.7914970472440945,-0.08223290205001829,-0.129598810386658,-0.0463328690528865,0.7175531784029628
6.792102740763174,-0.0319374918937683,-0.00745281429290772,0.207539201259613,0.7175531784029628
6.792708434282253,-0.225934073925018,-0.057748224449157705,0.250649552822113,0.7175531784029628
6.793314127801333,0.133318855762482,-0.057748224449157705,0.13089857625961301,0.7175531784029628
6.793919821320412,-0.07744286298751829,-0.124808771324158,0.312920060634613,0.7175531784029628
6.794525514839491,0.0207529377937317,0.179358709144592,0.257834611415863,0.7175531784029628
6.795131208358571,-0.0223574137687683,-0.108043634605408,0.114133439540863,0.7175531784029628
6.79573690187765,-0.0151723551750183,0.009312322425842281,-0.07028306436538649,0.7175531784029628
6.796342595396729,0.138108894824982,0.169778631019592,0.13568861532211302,0.7175531784029628
6.796948288915809,-0.0343325114250183,-0.09846355648040771,0.185984025478363,0.7175531784029628
6.797553982434888,0.312945320606232,0.0236824396133423,-0.0990232987403865,0.7175531784029628
6.7981596759539675,0.0878134846687317,0.07637286930084229,0.401535783290863,0.7175531784029628
6.798765369473046,-0.125343253612518,0.0404475763320923,0.13089857625961301,0.7175531784029628
6.799371062992126,-0.32173485517501804,-0.18228924007415798,0.188379045009613,0.7175531784029628
6.799976756511206,-0.154083487987518,-0.052958185386657704,0.15963881063461302,0.7175531784029628
6.8005824500302845,-0.122948234081268,-0.00505779476165772,-0.0583079667091365,0.7175531784029628
6.801188143549364,0.09499854326248171,-0.230189630699158,-0.0223826737403865,0.7175531784029628
6.801793837068444,-0.178033683300018,-0.0769083806991577,-0.10381333780288701,0.7175531784029628
6.802399530587523,-0.163663566112518,0.14822345523834202,0.176403947353363,0.7175531784029628
6.803005224106602,-0.0582827067375183,-0.105648615074158,0.22430433797836302,0.7175531784029628
6.803610917625681,-0.115763175487518,-0.139178888511658,0.13568861532211302,0.7175531784029628
6.804216611144761,0.44706641435623196,0.0404475763320923,0.0374928145408635,0.7175531784029628
6.8048223046638405,-0.0175673747062683,-0.0816984197616577,-0.142133650302887,0.7175531784029628
6.805427998182919,0.0231479573249817,0.06918781070709229,-0.07746812295913649,0.7175531784029628
6.806033691701999,0.0207529377937317,-0.055353204917907704,0.29615492391586296,0.7175531784029628
6.806639385221078,-0.046307609081268304,-0.0385880681991577,0.15484877157211302,0.7175531784029628
6.8072450787401575,0.102183601856232,0.00691730289459228,0.19556410360336302,0.7175531784029628
6.807850772259237,-0.055887687206268306,-0.115228693199158,-0.0104075760841365,0.7175531784029628
6.808456465778316,-0.130133292675018,0.205703923988342,-0.0990232987403865,0.7175531784029628
6.809062159297396,0.035123054981231694,0.0907429864883423,0.5141017012596131,0.7175531784029628
6.809667852816475,0.0470981526374817,0.033262517738342295,0.35603041219711296,0.7175531784029628
6.810273546335554,-0.199588859081268,0.038052556800842297,-0.122973494052887,0.7175531784029628
6.810879239854634,0.241094734668732,-0.000267755699157722,0.250649552822113,0.7175531784029628
6.811484933373713,-0.0367275309562683,-0.143968927574158,0.176403947353363,0.7175531784029628
6.812090626892792,-0.13252831220626798,-0.0888834783554077,-0.0463328690528865,0.7175531784029628
6.812696320411872,-0.146898429393768,-0.0481681463241577,0.0590479903221135,0.7175531784029628
6.813302013930951,-0.000802237987518311,-0.0194279119491577,-0.0463328690528865,0.7175531784029628
6.8139077074500305,0.0470981526374817,0.0188924005508423,0.0374928145408635,0.7175531784029628
6.814513400969109,-0.11097313642501799,-0.00745281429290772,0.0710230879783635,0.7175531784029628
6.815119094488189,0.0207529377937317,-0.0457731267929077,0.19556410360336302,0.7175531784029628
6.815724788007269,0.0111728596687317,0.0476326349258423,0.123713517665863,0.7175531784029628
6.8163304815263475,0.142898933887482,0.141038396644592,-0.0439378495216365,0.7175531784029628
6.816936175045427,-0.0702578043937683,-0.0146378728866577,0.20514418172836302,0.7175531784029628
6.817541868564507,0.118948738574982,0.251209295082092,0.27459974813461296,0.7175531784029628
6.818147562083586,-0.10378807783126799,-0.0864884588241577,0.20514418172836302,0.7175531784029628
6.818753255602665,-0.07744286298751829,-0.105648615074158,0.0494679121971135,0.7175531784029628
6.819358949121744,-0.0606777262687683,-0.0816984197616577,0.22430433797836302,0.7175531784029628
6.819964642640824,-0.161268546581268,-0.0649332830429077,0.0829981856346135,0.7175531784029628
6.8205703361599035,-0.0247524333000183,0.0955330255508423,-0.00322251749038653,0.7175531784029628
6.821176029678982,-0.118158195018768,-0.17270916194915797,0.19077406454086301,0.7175531784029628
6.821781723198062,0.00398780107498169,0.109903142738342,0.138083634853363,0.7175531784029628
6.822387416717141,-0.10378807783126799,-0.0266129705429077,0.207539201259613,0.7175531784029628
6.8229931102362205,0.09499854326248171,-0.158339044761658,0.339265275478363,0.7175531784029628
6.8235988037553,-0.151688468456268,-0.14636394710540798,0.0255177168846135,0.7175531784029628
6.824204497274379,-0.08702294111251829,-0.0194279119491577,-0.122973494052887,0.7175531784029628
6.824810190793459,0.0159628987312317,-0.13199382991790798,0.123713517665863,0.7175531784029628
6.825415884312538,-0.29299462080001804,-0.258929865074158,0.20514418172836302,0.7175531784029628
6.826021577831617,-0.0031972575187683102,0.0212874200820923,0.138083634853363,0.7175531784029628
6.826627271350697,0.0494931721687317,0.18175372867584202,0.0159376387596135,0.7175531784029628
