Time (s),Accel X (m/s^2),Accel Y (m/s^2),Load S (%),Load X (%),Load Y (%),Load Z (%),CI Value
1.01025,-200.04109520680535,-32.95272342525746,0.0,0.0,0.0,3.0,1.2854273265870415
1.010375,-55.16371089944204,133.86631678366226,0.0,0.0,0.0,3.0,1.2854273265870415
1.0105,72.5248488235939,-87.0642979942651,0.0,0.0,0.0,3.0,1.2854273265870415
1.010625,63.5211640515548,16.076501325597953,0.0,0.0,0.0,3.0,1.2854273265870415
1.01075,-31.153911143384562,-90.35288462263368,0.0,0.0,0.0,3.0,1.2854273265870415
1.010875,55.88165122615372,60.32239291642894,0.0,0.0,0.0,3.0,1.2854273265870415
1.011,-165.11776018407218,88.72348747144228,0.0,0.0,0.0,3.0,1.2854273265870415
1.011125,-0.05030790071754643,-158.216560383895,0.0,0.0,0.0,3.0,1.2854273265870415
1.01125,229.67993418611235,109.65057309650615,0.0,0.0,0.0,3.0,1.2854273265870415
1.011375,-41.7946600543697,-78.99248809306027,0.0,0.0,0.0,3.0,1.2854273265870415
1.0115,-66.07729428346518,89.91926836905873,0.0,0.0,0.0,3.0,1.2854273265870415
1.011625,98.99014510961162,-19.20071644216898,0.0,0.0,0.0,3.0,1.2854273265870415
1.01175,-47.2514425091434,-2.1600976894641746,0.0,0.0,0.0,3.0,1.2854273265870415
1.011875,-11.782405453698585,60.02335584866581,0.0,0.0,0.0,3.0,1.2854273265870415
1.012,-38.79344745349868,-39.82892591074618,0.0,0.0,0.0,3.0,1.2854273265870415
1.012125,110.44934546004737,11.293035502943852,0.0,0.0,0.0,3.0,1.2854273265870415
1.01225,-147.38327437830074,43.580578886487174,0.0,0.0,0.0,3.0,1.2854273265870415
1.012375,-81.9020096506618,-55.07585290739096,0.0,0.0,0.0,3.0,1.2854273265870415
1.0125,127.91101297141394,119.21715777801376,0.0,0.0,0.0,3.0,1.2854273265870415
1.012625,20.41252179832996,-60.15817211109018,0.0,0.0,0.0,3.0,1.2854273265870415
1.01275,-57.89220989460432,77.66185247955494,0.0,0.0,0.0,3.0,1.2854273265870415
1.012875,21.503877746405767,-145.95938941001523,0.0,0.0,0.0,3.0,1.2854273265870415
1.013,116.99743459762809,29.230487563054773,0.0,0.0,0.0,3.0,1.2854273265870415
1.013125,-81.35634957713899,56.43573215253415,0.0,0.0,0.0,3.0,1.2854273265870415
1.01325,-19.967644944445667,-115.46562726008479,0.0,0.0,0.0,3.0,1.2854273265870415
1.013375,30.78036734861124,196.34847691588433,0.0,0.0,0.0,3.0,1.2854273265870415
1.0135,-50.25274633447197,-77.79681160942665,0.0,0.0,0.0,3.0,1.2854273265870415
1.013625,-44.25031727041402,13.08667386910934,0.0,0.0,0.0,3.0,1.2854273265870415
1.01375,40.05686310897531,-51.78742719029884,0.0,0.0,0.0,3.0,1.2854273265870415
1.013875,43.33093596344001,-67.33328920653003,0.0,0.0,0.0,3.0,1.2854273265870415
1.014,-83.26626781152015,105.4649160841189,0.0,0.0,0.0,3.0,1.2854273265870415
1.014125,23.413691292090814,16.37517101992507,0.0,0.0,0.0,3.0,1.2854273265870415
1.01425,59.97407083137294,9.798056626287812,0.0,0.0,0.0,3.0,1.2854273265870415
1.014375,-20.24053598883233,-6.345716248386952,0.0,0.0,0.0,3.0,1.2854273265870415
1.0145,43.603740793606356,54.34293189498733,0.0,0.0,0.0,3.0,1.2854273265870415
1.014625,91.07767407403996,140.4430598843578,0.0,0.0,0.0,3.0,1.2854273265870415
1.01475,-16.42080420876613,-1.8613589272195918,0.0,0.0,0.0,3.0,1.2854273265870415
1.014875,-103.72921451558095,86.63045486889533,0.0,0.0,0.0,3.0,1.2854273265870415
1.015,90.80480708832702,22.35426466793066,0.0,0.0,0.0,3.0,1.2854273265870415
1.015125,15.228470275819515,44.47723871199295,0.0,0.0,0.0,3.0,1.2854273265870415
1.01525,-1.6875506262627902,-93.94074539537789,0.0,0.0,0.0,3.0,1.2854273265870415
1.015375,-111.36873965729924,96.1971007793089,0.0,0.0,0.0,3.0,1.2854273265870415
1.0155,112.35905431703628,38.49801476716389,0.0,0.0,0.0,3.0,1.2854273265870415
1.015625,-75.08117611657933,-61.35426699224816,0.0,0.0,0.0,3.0,1.2854273265870415
1.01575,2.950681858522757,47.46677022876928,0.0,0.0,0.0,3.0,1.2854273265870415
1.015875,-4.688799028164065,-1.56249534135686,0.0,0.0,0.0,3.0,1.2854273265870415
1.016,63.248037849220204,79.75430340749489,0.0,0.0,0.0,3.0,1.2854273265870415
1.016125,-129.64896945497114,156.88568377427148,0.0,0.0,0.0,3.0,1.2854273265870415
1.01625,89.44055451166658,19.36458007888939,0.0,0.0,0.0,3.0,1.2854273265870415
1.016375,-18.876430634017535,85.73343787477114,0.0,0.0,0.0,3.0,1.2854273265870415
1.0165,-21.05914754040638,-169.87640217393823,0.0,0.0,0.0,3.0,1.2854273265870415
1.016625,-30.608529334919883,45.07502711262453,0.0,0.0,0.0,3.0,1.2854273265870415
1.01675,31.871543562166494,-30.56158239335507,0.0,0.0,0.0,3.0,1.2854273265870415
1.016875,18.502437293666805,-138.48574548769565,0.0,0.0,0.0,3.0,1.2854273265870415
1.017,23.68638527540245,57.930221197942174,0.0,0.0,0.0,3.0,1.2854273265870415
1.017125,-52.162800048342206,-64.34397199092477,0.0,0.0,0.0,3.0,1.2854273265870415
1.01725,-21.332020110317316,-20.994936482941487,0.0,0.0,0.0,3.0,1.2854273265870415
1.017375,36.23693426783414,-41.32417011266162,0.0,0.0,0.0,3.0,1.2854273265870415
1.0175,25.323374368524064,68.99167250311152,0.0,0.0,0.0,3.0,1.2854273265870415
1.017625,-87.08619665266131,7.406109413789725,0.0,0.0,0.0,3.0,1.2854273265870415
1.01775,134.1860380622067,102.17607196950249,0.0,0.0,0.0,3.0,1.2854273265870415
1.017875,-143.56385280200692,-77.79716877804499,0.0,0.0,0.0,3.0,1.2854273265870415
1.018,-80.26524726148686,53.146796194558746,0.0,0.0,0.0,3.0,1.2854273265870415
1.018125,66.79484779410672,-8.438738646116247,0.0,0.0,0.0,3.0,1.2854273265870415
1.01825,57.518327401108294,14.581073436964564,0.0,0.0,0.0,3.0,1.2854273265870415
1.018375,-40.703636646857994,14.880018661368688,0.0,0.0,0.0,3.0,1.2854273265870415
1.0185,-71.53442890120007,-25.778381895960255,0.0,0.0,0.0,3.0,1.2854273265870415
1.018625,24.777647703178033,14.879998251733355,0.0,0.0,0.0,3.0,1.2854273265870415
1.01875,-73.98998758670689,22.652942201269244,0.0,0.0,0.0,3.0,1.2854273265870415
1.018875,-46.97895790322392,106.95932349098564,0.0,0.0,0.0,3.0,1.2854273265870415
1.019,-16.42101358615834,5.911220014686486,0.0,0.0,0.0,3.0,1.2854273265870415
1.019125,52.334355934659555,-1.2638052373944106,0.0,0.0,0.0,3.0,1.2854273265870415
1.01925,29.415874029804986,7.107021321938262,0.0,0.0,0.0,3.0,1.2854273265870415
1.019375,33.50845374714769,-47.30349847147356,0.0,0.0,0.0,3.0,1.2854273265870415
1.0195,76.88981404235784,103.37177906758906,0.0,0.0,0.0,3.0,1.2854273265870415
1.019625,-91.99738792157807,-61.65354897563524,0.0,0.0,0.0,3.0,1.2854273265870415
1.01975,81.80089446441988,40.29142862734071,0.0,0.0,0.0,3.0,1.2854273265870415
1.019875,-67.16907514448401,127.28843702869992,0.0,0.0,0.0,3.0,1.2854273265870415
1.02,20.957829708891563,-88.55987895516355,0.0,0.0,0.0,3.0,1.2854273265870415
1.020125,15.501059570435046,-7.542035635533601,0.0,0.0,0.0,3.0,1.2854273265870415
1.02025,91.62306819882185,25.343446855100108,0.0,0.0,0.0,3.0,1.2854273265870415
1.020375,-129.37634321140405,1.1277643968499957,0.0,0.0,0.0,3.0,1.2854273265870415
1.0205,-28.426009489606006,113.83525044639735,0.0,0.0,0.0,3.0,1.2854273265870415
1.020625,112.63163745349321,-5.748315630826776,0.0,0.0,0.0,3.0,1.2854273265870415
1.02075,-73.1715792543664,108.75293124269814,0.0,0.0,0.0,3.0,1.2854273265870415
1.020875,0.4948830048307611,19.36420250063571,0.0,0.0,0.0,3.0,1.2854273265870415
1.021,40.32934155673616,26.838162772303008,0.0,0.0,0.0,3.0,1.2854273265870415
1.021125,-53.80003661572886,32.21943503941782,0.0,0.0,0.0,3.0,1.2854273265870415
1.02125,-16.693960053972415,80.65074109281824,0.0,0.0,0.0,3.0,1.2854273265870415
1.021375,73.8884911685928,-46.107811783022264,0.0,0.0,0.0,3.0,1.2854273265870415
1.0215,71.43293864124459,37.002719541160175,0.0,0.0,0.0,3.0,1.2854273265870415
1.021625,-70.98891161324632,-77.49851949335321,0.0,0.0,0.0,3.0,1.2854273265870415
1.02175,85.89338180938364,17.271414813712756,0.0,0.0,0.0,3.0,1.2854273265870415
1.021875,-44.25072370888126,47.76522562192533,0.0,0.0,0.0,3.0,1.2854273265870415
1.022,22.867606305625042,-67.63290794890017,0.0,0.0,0.0,3.0,1.2854273265870415
1.022125,114.54143868286107,25.3432937828351,0.0,0.0,0.0,3.0,1.2854273265870415
1.02225,-65.25931702222637,-19.500567529539268,0.0,0.0,0.0,3.0,1.2854273265870415
1.022375,-110.27771624978753,-41.92248916381183,0.0,0.0,0.0,3.0,1.2854273265870415
1.0225,-6.871836158799826,108.1548775168072,0.0,0.0,0.0,3.0,1.2854273265870415
1.022625,-69.07908575124408,-125.03307935109406,0.0,0.0,0.0,3.0,1.2854273265870415
1.02275,95.71553091115123,119.51527641218682,0.0,0.0,0.0,3.0,1.2854273265870415
1.022875,-165.39115504954228,-39.23190287143969,0.0,0.0,0.0,3.0,1.2854273265870415
1.023,65.70326514208425,-127.42475339932135,0.0,0.0,0.0,3.0,1.2854273265870415
1.023125,40.60207248899937,113.2371252867828,0.0,0.0,0.0,3.0,1.2854273265870415
1.02325,-29.244651831973027,-65.54029374387756,0.0,0.0,0.0,3.0,1.2854273265870415
1.023375,-30.8816974964433,0.8285640520041955,0.0,0.0,0.0,3.0,1.2854273265870415
1.0235,38.41934326629328,37.0025562640775,0.0,0.0,0.0,3.0,1.2854273265870415
1.023625,-2.7793057067259346,-35.046531593947115,0.0,0.0,0.0,3.0,1.2854273265870415
1.02375,44.148956331789016,43.28068461404002,0.0,0.0,0.0,3.0,1.2854273265870415
1.023875,-111.36915841208366,13.085837074060645,0.0,0.0,0.0,3.0,1.2854273265870415
1.024,70.06861159272039,-150.14573014518618,0.0,0.0,0.0,3.0,1.2854273265870415
1.024125,103.08210227897555,25.04417507653064,0.0,0.0,0.0,3.0,1.2854273265870415
1.02425,-101.54696562924524,-5.449656141317329,0.0,0.0,0.0,3.0,1.2854273265870415
1.024375,34.05387866272253,-59.262265076285566,0.0,0.0,0.0,3.0,1.2854273265870415
1.0245,60.2464014833275,68.99110103332217,0.0,0.0,0.0,3.0,1.2854273265870415
1.024625,-21.605244843189396,6.508671656334997,0.0,0.0,0.0,3.0,1.2854273265870415
1.02475,-116.8259654994917,-91.8488047083213,0.0,0.0,0.0,3.0,1.2854273265870415
1.024875,22.04895780509937,183.49231337288828,0.0,0.0,0.0,3.0,1.2854273265870415
1.025,73.61547696103425,-128.0228275348476,0.0,0.0,0.0,3.0,1.2854273265870415
1.025125,-115.18894446765586,184.0902038216965,0.0,0.0,0.0,3.0,1.2854273265870415
1.02525,32.14396042834138,-12.026841968678253,0.0,0.0,0.0,3.0,1.2854273265870415
1.025375,-24.06082816133058,82.74312058703451,0.0,0.0,0.0,3.0,1.2854273265870415
1.0255,14.68228790673754,-22.19145996644142,0.0,0.0,0.0,3.0,1.2854273265870415
1.025625,68.43151781090269,-16.212276840883025,0.0,0.0,0.0,3.0,1.2854273265870415
1.02575,-50.25334983401424,132.37027032065689,0.0,0.0,0.0,3.0,1.2854273265870415
1.025875,8.952644050448834,-37.13943153386441,0.0,0.0,0.0,3.0,1.2854273265870415
1.026,-13.692976452890706,97.9899659451379,0.0,0.0,0.0,3.0,1.2854273265870415
1.026125,40.6019246931931,-34.448824831856875,0.0,0.0,0.0,3.0,1.2854273265870415
1.02625,6.4970792067834315,-81.68432957800546,0.0,0.0,0.0,3.0,1.2854273265870415
1.026375,-88.99650285103392,11.88978301217334,0.0,0.0,0.0,3.0,1.2854273265870415
1.0265,13.318034756116473,16.075205313754243,0.0,0.0,0.0,3.0,1.2854273265870415
1.026625,81.80055576569718,38.49710653839153,0.0,0.0,0.0,3.0,1.2854273265870415
1.02675,0.22175795041744717,-31.160309637212016,0.0,0.0,0.0,3.0,1.2854273265870415
1.026875,9.771101648058018,-64.64372339592458,0.0,0.0,0.0,3.0,1.2854273265870415
1.027,-61.43980077771097,92.0107192248673,0.0,0.0,0.0,3.0,1.2854273265870415
1.027125,83.98324188129311,8.900139242402734,0.0,0.0,0.0,3.0,1.2854273265870415
1.02725,-6.326398926907793,102.1752964033598,0.0,0.0,0.0,3.0,1.2854273265870415
1.027375,-75.62745200596153,-48.49997329669136,0.0,0.0,0.0,3.0,1.2854273265870415
1.0275,99.80788277662592,46.8678718688182,0.0,0.0,0.0,3.0,1.2854273265870415
1.027625,163.92498228974608,-32.95414189491318,0.0,0.0,0.0,3.0,1.2854273265870415
1.02775,-162.66303900813423,63.60955323613029,0.0,0.0,0.0,3.0,1.2854273265870415
1.027875,45.78579261886704,-15.315594239935713,0.0,0.0,0.0,3.0,1.2854273265870415
1.028,-116.82612561161515,-132.8064158153137,0.0,0.0,0.0,3.0,1.2854273265870415
1.028125,89.43996948660009,87.82519487510973,0.0,0.0,0.0,3.0,1.2854273265870415
1.02825,-25.97084492624925,-122.9408223146898,0.0,0.0,0.0,3.0,1.2854273265870415
1.028375,-101.54716884847885,51.95012747780522,0.0,0.0,0.0,3.0,1.2854273265870415
1.0285,47.69561117478935,-80.18970786996776,0.0,0.0,0.0,3.0,1.2854273265870415
1.028625,-7.417809150489642,44.47613659168491,0.0,0.0,0.0,3.0,1.2854273265870415
1.02875,-22.969626167219637,-28.170890373430026,0.0,0.0,0.0,3.0,1.2854273265870415
1.028875,-5.780781960495151,5.312502975647208,0.0,0.0,0.0,3.0,1.2854273265870415
1.029,52.333869440130584,-85.27204748330233,0.0,0.0,0.0,3.0,1.2854273265870415
1.029125,62.15604875873047,-28.17092098788303,0.0,0.0,0.0,3.0,1.2854273265870415
1.02925,-17.512886819556094,-66.43767811143775,0.0,0.0,0.0,3.0,1.2854273265870415
1.029375,-34.428881941082764,-8.738612508928071,0.0,0.0,0.0,3.0,1.2854273265870415
1.0295,-3.5981020030578743,47.465647698825904,0.0,0.0,0.0,3.0,1.2854273265870415
1.029625,-108.36819829571503,-6.0480058069205365,0.0,0.0,0.0,3.0,1.2854273265870415
1.02975,44.148660740176474,28.033298400600223,0.0,0.0,0.0,3.0,1.2854273265870415
1.029875,-1.41543550985904,-11.728235869063342,0.0,0.0,0.0,3.0,1.2854273265870415
1.03,-92.5435702906601,-65.54084480403158,0.0,0.0,0.0,3.0,1.2854273265870415
1.030125,144.00762677154216,51.94998461035788,0.0,0.0,0.0,3.0,1.2854273265870415
1.03025,-15.603060957553915,-21.29495321320065,0.0,0.0,0.0,3.0,1.2854273265870415
1.030375,-18.05861348490213,-79.2929946545674,0.0,0.0,0.0,3.0,1.2854273265870415
1.0305,105.26449896111754,5.91028117146112,0.0,0.0,0.0,3.0,1.2854273265870415
1.030625,-107.5497406981058,35.208242014139785,0.0,0.0,0.0,3.0,1.2854273265870415
1.03075,140.73352985840376,-66.43780056924976,0.0,0.0,0.0,3.0,1.2854273265870415
1.030875,86.9842876379214,49.25926802116226,0.0,0.0,0.0,3.0,1.2854273265870415
1.031,-177.3964773353954,-50.59298548960299,0.0,0.0,0.0,3.0,1.2854273265870415
1.031125,74.97937909661542,154.19383208450856,0.0,0.0,0.0,3.0,1.2854273265870415
1.03125,-0.0512993642512698,-110.68375338898674,0.0,0.0,0.0,3.0,1.2854273265870415
1.031375,2.404240846779755,74.67074942085794,0.0,0.0,0.0,3.0,1.2854273265870415
1.0315,-2.7796936707173914,-55.077414244494015,0.0,0.0,0.0,3.0,1.2854273265870415
1.031625,-29.790735670517545,21.45604113951563,0.0,0.0,0.0,3.0,1.2854273265870415
1.03175,79.07192129104588,118.31871994842768,0.0,0.0,0.0,3.0,1.2854273265870415
1.031875,50.69668829617126,1.4257809828464219,0.0,0.0,0.0,3.0,1.2854273265870415
1.032,-41.24997912806343,-12.924259316497649,0.0,0.0,0.0,3.0,1.2854273265870415
1.032125,79.61757405848874,-80.78794291677049,0.0,0.0,0.0,3.0,1.2854273265870415
1.03225,98.71629339248418,23.249750939404787,0.0,0.0,0.0,3.0,1.2854273265870415
1.032375,-56.256137219191984,22.053890769053154,0.0,0.0,0.0,3.0,1.2854273265870415
1.0325,-15.330336183449303,42.08414855991616,0.0,0.0,0.0,3.0,1.2854273265870415
1.032625,133.91246962037462,-63.44837110065016,0.0,0.0,0.0,3.0,1.2854273265870415
1.03275,-81.63015202899764,135.0603259625104,0.0,0.0,0.0,3.0,1.2854273265870415
1.032875,102.26316434499597,-65.84006319270651,0.0,0.0,0.0,3.0,1.2854273265870415
1.033,-12.601978825934692,-23.985804830832137,0.0,0.0,0.0,3.0,1.2854273265870415
1.033125,45.23983695373173,71.38204033467736,0.0,0.0,0.0,3.0,1.2854273265870415
1.03325,19.047327597365236,-31.1608402877307,0.0,0.0,0.0,3.0,1.2854273265870415
1.033375,-43.705593236997586,135.6581857968656,0.0,0.0,0.0,3.0,1.2854273265870415
1.0335,-15.603221069677373,15.17776755629957,0.0,0.0,0.0,3.0,1.2854273265870415
1.033625,59.15460945391279,-137.29129121637587,0.0,0.0,0.0,3.0,1.2854273265870415
1.03375,102.26312123788581,15.177747146664236,0.0,0.0,0.0,3.0,1.2854273265870415
1.033875,59.1545971375956,-16.810889465939432,0.0,0.0,0.0,3.0,1.2854273265870415
1.034,13.590500887560115,-29.068213512084217,0.0,0.0,0.0,3.0,1.2854273265870415
1.034125,37.600312959934776,-46.1088526744243,0.0,0.0,0.0,3.0,1.2854273265870415
1.0342500000000001,65.70271090781074,53.14546956826203,0.0,0.0,0.0,3.0,1.2854273265870415
1.034375,94.0779186960903,-109.78711397311625,0.0,0.0,0.0,3.0,1.2854273265870415
1.0345,-46.979727673048245,29.228732334416044,0.0,0.0,0.0,3.0,1.2854273265870415
1.034625,6.496666610157596,-0.9661152055633293,0.0,0.0,0.0,3.0,1.2854273265870415
1.03475,80.16312886935476,33.41414443117928,0.0,0.0,0.0,3.0,1.2854273265870415
1.034875,-35.79335678541324,-18.903659109033253,0.0,0.0,0.0,3.0,1.2854273265870415
1.035,-10.419366608241955,-78.69546137437756,0.0,0.0,0.0,3.0,1.2854273265870415
1.035125,-63.35007618529061,148.81223718273415,0.0,0.0,0.0,3.0,1.2854273265870415
1.03525,9.225017809513556,33.11514818268682,0.0,0.0,0.0,3.0,1.2854273265870415
1.035375,55.60760860610985,-15.615161958217525,0.0,0.0,0.0,3.0,1.2854273265870415
1.0355,-29.51809095247466,-18.604754703899797,0.0,0.0,0.0,3.0,1.2854273265870415
1.035625,-100.7290191587994,77.06207413947834,0.0,0.0,0.0,3.0,1.2854273265870415
1.03575,100.35314758007733,-156.72376533821978,0.0,0.0,0.0,3.0,1.2854273265870415
1.035875,94.35069330942434,71.68079950655728,0.0,0.0,0.0,3.0,1.2854273265870415
1.036,-136.19808084687858,-13.522496729106576,0.0,0.0,0.0,3.0,1.2854273265870415
1.036125,-8.782382525357626,-29.36734242320635,0.0,0.0,0.0,3.0,1.2854273265870415
1.03625,91.34944433356245,-7.244396627790855,0.0,0.0,0.0,3.0,1.2854273265870415
1.036375,-107.00435273148251,-23.986080360909146,0.0,0.0,0.0,3.0,1.2854273265870415
1.0365,86.71117489982532,121.90582556466453,0.0,0.0,0.0,3.0,1.2854273265870415
1.036625,15.773082314459934,-86.16956451349219,0.0,0.0,0.0,3.0,1.2854273265870415
1.03675,9.770615153529047,-76.00497713018203,0.0,0.0,0.0,3.0,1.2854273265870415
