Time (s),Accel Y (m/s^2),Accel Z (m/s^2)
0.06933599999999984,0.57253122,1.10337975
0.06982399999999966,0.58158585,1.10482182
0.07031200000000037,0.57569004,1.10282058
0.0708000000000002,0.56975499,1.10664648
0.07128900000000016,0.57561156,1.10365443
0.07177699999999998,0.57940803,1.10047599
0.0722649999999998,0.57269799,1.10706831
0.07275399999999976,0.57124611,1.10184939
0.07324199999999959,0.58557852,1.10631294
0.0737300000000003,0.57921183,1.10890278
0.07421800000000012,0.5629959,1.10710755
0.07470700000000008,0.57369861,1.11006036
0.0751949999999999,0.58757976,1.11075687
0.07568299999999972,0.56865627,1.1070585
0.07617199999999968,0.56274084,1.1071566
0.0766600000000004,0.58194882,1.11097269
0.07714800000000022,0.57806406,1.1105901
0.07763600000000004,0.56377089,1.10386044
0.078125,0.5674104,1.10594016
0.07861299999999982,0.5825178,1.10491992
0.07910099999999964,0.57670047,1.10387025
0.0795899999999996,0.57286476,1.10639142
0.08007800000000032,0.58105611,1.10693097
0.08056600000000014,0.58196844,1.10448828
0.08105399999999996,0.57749508,1.10098611
0.08154299999999992,0.56836197,1.10494935
0.08203099999999974,0.58050675,1.10125098
0.08251899999999956,0.58274343,1.10130984
0.08300700000000028,0.56797938,1.10625408
0.08349600000000024,0.57206034,1.1030364
0.08398400000000006,0.58542156,1.10261457
0.08447199999999988,0.56891133,1.10348766
0.08496099999999984,0.55745325,1.10396835
0.08544899999999966,0.57453246,1.10410569
0.08593700000000037,0.58489182,1.10751957
0.0864250000000002,0.56980404,1.10748033
0.08691400000000016,0.56433006,1.10538099
0.08740199999999998,0.58454847,1.10363481
0.0878899999999998,0.57974157,1.10706831
0.08837899999999976,0.56286837,1.10443923
0.08886699999999959,0.57167775,1.10448828
0.0893550000000003,0.59039523,1.10477277
0.08984300000000012,0.56993157,1.10712717
0.09033200000000008,0.56016081,1.10414493
0.0908199999999999,0.57997701,1.10180034
0.09130799999999972,0.57865266,1.11064896
0.09179699999999968,0.56594871,1.10667591
0.0922850000000004,0.5740812,1.10952081
0.09277300000000022,0.59079744,1.1051946
0.09326100000000004,0.56901924,1.09937727
0.09375,0.56218167,1.10683287
0.09423799999999982,0.58048713,1.10404683
0.09472599999999964,0.58117383,1.10370348
0.0952149999999996,0.5683914,1.10534175
0.09570300000000032,0.56944107,1.10670534
0.09619100000000014,0.59314203,1.10554776
0.09667899999999996,0.58554909,1.10589111
0.09716799999999992,0.56964708,1.10457657
0.09765599999999974,0.57777957,1.10192787
0.09814399999999956,0.58576491,1.10287944
0.09863200000000028,0.57624921,1.10595978
0.09912100000000024,0.56871513,1.10575377
0.09960900000000006,0.58140927,1.10756862
0.10009699999999988,0.58461714,1.10710755
0.10058599999999984,0.57314925,1.10714679
0.10107399999999966,0.5734926,1.10409588
0.10156200000000037,0.58157604,1.10515536
0.1020500000000002,0.57503277,1.11041352
0.10253900000000016,0.567999,1.10743128
0.10302699999999998,0.57893715,1.10825532
0.1035149999999998,0.58796235,1.10789235
0.10400399999999976,0.5703534,1.10336994
0.10449199999999959,0.56874456,1.10574396
0.1049800000000003,0.58822722,1.10505726
0.10546800000000012,0.58430322,1.10768634
0.10595700000000008,0.57278628,1.10310507
0.1064449999999999,0.57656313,1.10520441
0.10693299999999972,0.59388759,1.10531232
0.10742199999999968,0.57298248,1.1039193
0.1079100000000004,0.56362374,1.10842209
0.10839800000000022,0.58275324,1.10458638
0.10888600000000004,0.58175262,1.10859867
0.109375,0.5722173,1.10719584
0.10986299999999982,0.57019644,1.10396835
0.11035099999999964,0.57951594,1.10914803
0.1108399999999996,0.57583719,1.10384082
0.11132800000000032,0.56766546,1.1096091
0.11181600000000014,0.57443436,1.10717622
0.11230399999999996,0.5855589,1.10318355
0.11279299999999992,0.58011435,1.10891259
0.11328099999999974,0.56949012,1.10769615
0.11376899999999956,0.58678515,1.10680344
0.11425700000000028,0.58963986,1.10292849
0.11474600000000024,0.57163851,1.10469429
0.11523400000000006,0.56994138,1.10307564
0.11572199999999988,0.58953195,1.10565567
0.11621099999999984,0.57955518,1.10690154
0.11669899999999966,0.56849931,1.10202597
0.11718700000000037,0.5800653,1.10546928
0.1176750000000002,0.58549023,1.10493954
0.11816400000000016,0.5680971,1.10327184
0.11865199999999998,0.5644674,1.10524365
0.1191399999999998,0.58223331,1.10354652
0.11962899999999976,0.57612168,1.10616579
0.12011699999999959,0.56978442,1.1022516
0.1206050000000003,0.57129516,1.10356614
0.12109300000000012,0.58386177,1.10473353
0.12158200000000008,0.57647484,1.10419398
0.1220699999999999,0.56674332,1.10973663
0.12255799999999972,0.57867228,1.10553795
0.12304699999999968,0.58089915,1.10288925
0.1235350000000004,0.57039264,1.10559681
0.12402300000000022,0.56761641,1.10741166
0.12451100000000004,0.58133079,1.10727432
0.125,0.57254103,1.10547909
0.12548799999999982,0.56477151,1.10625408
0.12597599999999964,0.57335526,1.10623446
0.1264649999999996,0.58090896,1.10575377
0.12695300000000032,0.57168756,1.10719584
0.12744100000000014,0.56650788,1.1073528
0.12792899999999996,0.57681819,1.10733318
0.12841799999999992,0.57879981,1.11099231
0.12890599999999974,0.57620997,1.10840247
0.12939399999999956,0.57237426,1.10866734
0.12988200000000028,0.58660857,1.10838285
0.13037100000000024,0.58429341,1.11330747
0.13085900000000006,0.56746926,1.10814741
0.13134699999999988,0.57077523,1.10644047
0.13183599999999984,0.58304754,1.11006036
0.13232399999999966,0.57485619,1.10916765
0.13281200000000037,0.56561517,1.11286602
0.1333000000000002,0.5884038,1.10669553
0.13378900000000016,0.58480353,1.107549
0.13427699999999998,0.56254464,1.10613636
0.1347649999999998,0.57166794,1.10642085
0.13525399999999976,0.58252761,1.10873601
0.13574199999999959,0.56690028,1.10552814
0.1362300000000003,0.56465379,1.10336013
0.13671800000000012,0.58341051,1.10592054
0.13720700000000008,0.58078143,1.10606769
0.1376949999999999,0.56970594,1.10472372
0.13818299999999972,0.57057903,1.10884392
0.13867199999999968,0.58544118,1.10511612
0.1391600000000004,0.57876057,1.10171205
0.13964800000000022,0.56794995,1.10496897
0.14013600000000004,0.57401253,1.10430189
0.140625,0.58088934,1.10549871
0.14111299999999982,0.57233502,1.10492973
0.14160099999999964,0.56125953,1.10977587
0.1420899999999996,0.5782014,1.11035466
0.14257800000000032,0.57665142,1.10839266
0.14306600000000014,0.56683161,1.1084319
0.14355399999999996,0.57223692,1.10613636
0.14404299999999992,0.5782014,1.10847114
0.14453099999999974,0.57282552,1.10780406
0.14501899999999956,0.5622111,1.10723508
0.14550700000000028,0.57571947,1.10840247
0.14599600000000024,0.58865886,1.1067642
0.14648400000000006,0.57721059,1.10672496
0.14697199999999988,0.57037302,1.11027618
0.14746099999999984,0.59087592,1.10592054
0.14794899999999966,0.58491144,1.1070585
0.14843700000000037,0.56139687,1.10585187
0.1489250000000002,0.57330621,1.10709774
0.14941400000000016,0.59068953,1.10789235
0.14990199999999998,0.577809,1.10469429
0.1503899999999998,0.5657427,1.10545947
0.15087899999999976,0.58321431,1.10700945
0.15136699999999959,0.57421854,1.10974644
0.1518550000000003,0.56334906,1.10640123
0.15234300000000012,0.57108915,1.11095307
0.15283200000000008,0.58193901,1.10889297
0.1533199999999999,0.57235464,1.10375253
0.15380799999999972,0.5642712,1.10785311
0.15429699999999968,0.57969252,1.10710755
0.1547850000000004,0.58005549,1.10349747
0.15527300000000022,0.57293343,1.10836323
0.15576100000000004,0.56838159,1.10711736
0.15625,0.58602978,1.10542023
0.15673799999999982,0.57647484,1.10714679
0.15722599999999964,0.56384937,1.10765691
0.1577149999999996,0.57061827,1.10648952
0.15820300000000032,0.57797577,1.10746071
0.15869100000000014,0.57302172,1.10877525
0.15917899999999996,0.56602719,1.10451771
0.15966799999999992,0.57720078,1.10917746
0.16015599999999974,0.5792805,1.10820627
0.16064399999999956,0.57266856,1.10877525
0.16113200000000028,0.56579175,1.10649933
0.16162100000000024,0.58108554,1.10700945
0.16210900000000006,0.58022226,1.10846133
0.16259699999999988,0.57057903,1.10900088
0.16308599999999984,0.57886848,1.10614617
0.16357399999999966,0.58550004,1.10770596
0.16406200000000037,0.58260609,1.10683287
0.1645500000000002,0.56759679,1.10724489
0.16503900000000016,0.58223331,1.10885373
0.16552699999999998,0.58174281,1.10904993
0.1660149999999998,0.56822463,1.1117673
0.16650399999999976,0.5747679,1.10917746
0.16699199999999959,0.58951233,1.11081573
0.1674800000000003,0.57577833,1.10996226
0.16796800000000012,0.56433987,1.10958948
0.16845700000000008,0.57949632,1.11339576
0.1689449999999999,0.57674952,1.11335652
0.16943299999999972,0.56887209,1.11005055
0.16992199999999968,0.56871513,1.10800026
0.1704100000000004,0.57622959,1.10447847
0.17089800000000022,0.57860361,1.1071566
0.17138600000000004,0.57394386,1.10714679
0.171875,0.57193281,1.1049003
0.17236299999999982,0.58274343,1.10609712
0.17285099999999964,0.58258647,1.10570472
0.1733399999999996,0.5663313,1.10577339
0.17382800000000032,0.57507201,1.10297754
0.17431600000000014,0.58343994,1.10647971
0.17480399999999996,0.56961765,1.10698983
0.17529299999999992,0.56479113,1.10903031
0.17578099999999974,0.58333203,1.10877525
0.17626899999999956,0.57493467,1.10868696
0.17675700000000028,0.5600529,1.10873601
0.17724600000000024,0.57853494,1.10782368
0.17773400000000006,0.58311621,1.10981511
0.17822199999999988,0.57168756,1.10867715
0.17871099999999984,0.56838159,1.10851038
0.17919899999999966,0.58534308,1.11030561
0.17968700000000037,0.5873247,1.10770596
0.1801750000000002,0.57267837,1.10822589
0.18066400000000016,0.57691629,1.10560662
0.18115199999999998,0.58633389,1.10311488
0.1816399999999998,0.57832893,1.10491992
0.18212899999999976,0.56496771,1.10191806
0.18261699999999959,0.57678876,1.1059794
0.1831050000000003,0.58187034,1.10726451
0.18359300000000012,0.573885,1.10467467
0.18408200000000008,0.57093219,1.1047041
0.1845699999999999,0.57818178,1.10570472
0.18505799999999972,0.57521916,1.1076471
0.18554699999999968,0.56637054,1.10820627
0.1860350000000004,0.57356127,1.10694078
0.18652300000000022,0.57890772,1.107549
0.18701100000000004,0.57608244,1.10739204
0.1875,0.56439873,1.10300697
0.18798799999999982,0.5786919,1.10392911
0.18847599999999964,0.58358709,1.10600883
0.1889649999999996,0.56796957,1.10887335
0.18945300000000032,0.56753793,1.10672496
0.18994100000000014,0.58375386,1.1076471
0.19042899999999996,0.57726945,1.10737242
0.19091799999999992,0.56253483,1.10788254
0.19140599999999974,0.57514068,1.10662686
0.19189399999999956,0.58110516,1.10795121
0.19238200000000028,0.57078504,1.10508669
0.19287100000000024,0.56846007,1.10898126
0.19335900000000006,0.58235103,1.11146319
0.19384699999999988,0.57624921,1.10840247
0.19433599999999984,0.569961,1.10889297
0.19482399999999966,0.57992796,1.11003093
0.19531200000000037,0.58537251,1.10702907
0.1958000000000002,0.58108554,1.10430189
0.19628900000000016,0.57395367,1.11079611
0.19677699999999998,0.58796235,1.1053908
0.1972649999999998,0.58687344,1.10358576
0.19775399999999976,0.57527802,1.10857905
0.19824199999999959,0.57321792,1.10757843
0.1987300000000003,0.58539213,1.10660724
0.19921800000000012,0.57773052,1.10694078
0.19970700000000008,0.57356127,1.10793159
0.2001949999999999,0.58333203,1.10841228
0.20068299999999972,0.58441113,1.10821608
0.20117199999999968,0.58028112,1.10739204
0.2016600000000004,0.57190338,1.10771577
0.20214800000000022,0.57958461,1.10746071
0.20263600000000004,0.57735774,1.10867715
0.203125,0.57884886,1.1053908
0.20361299999999982,0.57373785,1.10331108
0.20410099999999964,0.57828969,1.10644047
0.2045899999999996,0.58371462,1.10514555
0.20507800000000032,0.57259008,1.10682306
0.20556600000000014,0.57724002,1.1048022
0.20605399999999996,0.582714,1.10477277
0.20654299999999992,0.57527802,1.10672496
0.20703099999999974,0.56570346,1.10593035
0.20751899999999956,0.5791824,1.10889297
0.20800700000000028,0.57775995,1.10914803
0.20849600000000024,0.56190699,1.10904993
0.20898400000000006,0.57588624,1.103625
0.20947199999999988,0.57934917,1.10668572
0.20996099999999984,0.57458151,1.10694078
0.21044899999999966,0.57178566,1.1074509
0.21093700000000037,0.57833874,1.10836323
0.2114250000000002,0.57193281,1.10377215
0.21191400000000016,0.56985309,1.10524365
0.21240199999999998,0.57467961,1.10916765
0.2128899999999998,0.57961404,1.10595978
0.21337899999999976,0.58633389,1.1077452
0.21386699999999959,0.57914316,1.10853
0.2143550000000003,0.58393044,1.10030922
0.21484300000000012,0.58266495,1.10232027
0.21533200000000008,0.57781881,1.10285001
0.2158199999999999,0.57523878,1.10425284
0.21630799999999972,0.58101687,1.10423322
0.21679699999999968,0.58530384,1.10836323
0.2172850000000004,0.57906468,1.10765691
0.21777300000000022,0.57798558,1.10727432
0.21826100000000004,0.58484277,1.10875563
0.21875,0.57728907,1.10795121
0.21923799999999982,0.56797938,1.11046257
0.21972599999999964,0.57945708,1.10426265
0.2202149999999996,0.58189977,1.10887335
0.22070300000000032,0.58181148,1.10576358
0.22119100000000014,0.57706344,1.10608731
0.22167899999999996,0.58520574,1.10648952
0.22216799999999992,0.58514688,1.10538099
0.22265599999999974,0.57267837,1.10591073
0.22314399999999956,0.57798558,1.10418417
0.22363200000000028,0.58158585,1.10510631
0.22412100000000024,0.577809,1.10579301
0.22460900000000006,0.57060846,1.10721546
0.22509699999999988,0.58041846,1.10528289
0.22558599999999984,0.57988872,1.10531232
0.22607399999999966,0.56913696,1.11069801
0.22656200000000037,0.57733812,1.10982492
0.2270500000000002,0.58057542,1.11043314
0.22753900000000016,0.57081447,1.1089224
0.22802699999999998,0.57003948,1.10939328
0.2285149999999998,0.57730869,1.11052143
0.22900399999999976,0.57851532,1.10899107
0.22949199999999959,0.57958461,1.10950119
0.2299800000000003,0.5756508,1.11289545
0.23046800000000012,0.58229217,1.10814741
0.23095700000000008,0.58272381,1.10807874
0.2314449999999999,0.57630807,1.11154167
0.23193299999999972,0.57415968,1.10542023
0.23242199999999968,0.57892734,1.11266982
0.2329100000000004,0.58107573,1.10930499
0.23339800000000022,0.5731983,1.10891259
0.23388600000000004,0.58542156,1.1074509
0.234375,0.58365576,1.10992302
0.23486299999999982,0.57795615,1.11146319
0.23535099999999964,0.57599415,1.10781387
0.2358399999999996,0.58131117,1.11121794
0.23632800000000032,0.58331241,1.10422341
0.23681600000000014,0.57328659,1.110492
0.23730399999999996,0.58377348,1.10603826
0.23779299999999992,0.58691268,1.10806893
0.23828099999999974,0.57939822,1.10789235
0.23876899999999956,0.5741793,1.10612655
0.23925700000000028,0.58473486,1.10718603
0.23974600000000024,0.58355766,1.10289906
0.24023400000000006,0.56816577,1.1069604
0.24072199999999988,0.57592548,1.10648952
0.24121099999999984,0.57944727,1.1070585
0.24169899999999966,0.57155022,1.10533194
0.24218700000000037,0.57253122,1.10491011
0.2426750000000002,0.57755394,1.10659743
0.24316400000000016,0.57037302,1.10792178
0.24365199999999998,0.57709287,1.10432151
0.2441399999999998,0.57563118,1.10989359
0.24462899999999976,0.57479733,1.10301678
0.24511699999999959,0.57455208,1.10475315
0.2456050000000003,0.57367899,1.10689173
0.24609300000000012,0.57532707,1.10852019
0.24658200000000008,0.57537612,1.10562624
0.2470699999999999,0.58182129,1.10704869
0.24755799999999972,0.57367899,1.10836323
0.24804699999999968,0.58036941,1.10426265
0.2485350000000004,0.58099725,1.10494935
0.24902300000000022,0.57547422,1.1073528
0.24951100000000004,0.57306096,1.10537118
0.25,0.57923145,1.10828475
0.2504879999999998,0.58365576,1.10962872
0.25097599999999964,0.57107934,1.10878506
0.2514649999999996,0.57422835,1.10916765
0.2519530000000003,0.5753565,1.10792178
0.25244100000000014,0.57334545,1.1103939
0.25292899999999996,0.57070656,1.1100015
0.2534179999999999,0.57575871,1.10912841
0.25390599999999974,0.57894696,1.10814741
0.25439399999999956,0.57676914,1.10897145
0.2548820000000003,0.57765204,1.10699964
0.25537100000000024,0.57482676,1.10983473
0.25585900000000006,0.57459132,1.10880468
0.2563469999999999,0.5682933,1.10814741
0.25683599999999984,0.57592548,1.10858886
0.25732399999999966,0.57547422,1.10758824
0.2578120000000004,0.57009834,1.10904993
0.2583000000000002,0.57001986,1.1060775
0.25878900000000016,0.57607263,1.10864772
0.259277,0.57082428,1.10668572
0.2597649999999998,0.56423196,1.11214008
0.26025399999999976,0.57387519,1.11123756
0.2607419999999996,0.57504258,1.11079611
0.2612300000000003,0.57418911,1.10577339
0.2617180000000001,0.57096162,1.10927556
0.2622070000000001,0.57477771,1.10606769
0.2626949999999999,0.57773052,1.10606769
0.2631829999999997,0.57732831,1.10622465
0.2636719999999997,0.57439512,1.10709774
0.2641600000000004,0.57618054,1.10824551
0.2646480000000002,0.57917259,1.10738223
0.26513600000000004,0.56759679,1.1077452
0.265625,0.57674952,1.1028402
0.2661129999999998,0.58009473,1.10789235
0.26660099999999964,0.57169737,1.10790216
0.2670899999999996,0.57372804,1.10535156
0.2675780000000003,0.58229217,1.11054105
0.26806600000000014,0.57139326,1.10979549
0.26855399999999996,0.56814615,1.11018789
0.2690429999999999,0.58157604,1.11443562
0.26953099999999974,0.57640617,1.11246381
0.27001899999999956,0.57289419,1.10841228
0.2705070000000003,0.57706344,1.10912841
0.27099600000000024,0.58262571,1.11030561
0.27148400000000006,0.57778938,1.1063718
0.2719719999999999,0.57806406,1.11170844
0.27246099999999984,0.58099725,1.10968758
0.27294899999999966,0.57578814,1.10541042
0.2734370000000004,0.577809,1.10796102
0.2739250000000002,0.57680838,1.10854962
0.27441400000000016,0.5762394,1.10788254
0.274902,0.5753565,1.10782368
0.2753899999999998,0.57774033,1.10950119
0.27587899999999976,0.57678876,1.10781387
0.2763669999999996,0.57423816,1.11016827
0.2768550000000003,0.57197205,1.11326823
0.2773430000000001,0.57155022,1.11506346
0.2778320000000001,0.57843684,1.11142395
0.2783199999999999,0.56978442,1.11270906
0.2788079999999997,0.57532707,1.10889297
0.2792969999999997,0.57808368,1.10638161
0.2797850000000004,0.58366557,1.10677401
0.2802730000000002,0.58386177,1.10871639
0.28076100000000004,0.57578814,1.10604807
0.28125,0.58012416,1.09984815
0.2817379999999998,0.57812292,1.10668572
0.28222599999999964,0.57765204,1.10567529
0.2827149999999996,0.57215844,1.10516517
0.2832030000000003,0.5775147,1.10628351
0.28369100000000014,0.57930993,1.10674458
0.28417899999999996,0.57650427,1.10740185
0.2846679999999999,0.57749508,1.10929518
0.28515599999999974,0.57356127,1.10933442
0.28564399999999956,0.56945088,1.10861829
0.2861320000000003,0.57739698,1.10481201
0.28662100000000024,0.57612168,1.11059991
0.28710900000000006,0.57425778,1.10783349
0.2875969999999999,0.58093839,1.10533194
0.28808599999999984,0.57991815,1.11058029
0.28857399999999966,0.58085991,1.10310507
0.2890620000000004,0.57704382,1.10564586
0.2895500000000002,0.58057542,1.10736261
0.29003900000000016,0.57444417,1.10662686
0.290527,0.57350241,1.10530251
0.2910149999999998,0.58069314,1.10602845
0.29150399999999976,0.57548403,1.10699964
0.2919919999999996,0.57807387,1.10002473
0.2924800000000003,0.57717135,1.10502783
0.2929680000000001,0.57547422,1.1100015
0.2934570000000001,0.57296286,1.10708793
0.2939449999999999,0.58077162,1.11065877
0.2944329999999997,0.57885867,1.10681325
0.2949219999999997,0.57385557,1.10503764
0.2954100000000004,0.57423816,1.10904012
0.2958980000000002,0.57811311,1.10477277
0.29638600000000004,0.57930993,1.10864772
0.296875,0.5733945,1.1069604
0.2973629999999998,0.58432284,1.10577339
0.29785099999999964,0.57819159,1.10804931
0.2983399999999996,0.57145212,1.10433132
0.2988280000000003,0.57734793,1.10359557
0.29931600000000014,0.58198806,1.10830437
0.29980399999999996,0.57705363,1.10740185
0.3002929999999999,0.57136383,1.10815722
0.30078099999999974,0.58645161,1.1074509
0.30126899999999956,0.58385196,1.10462562
0.3017570000000003,0.57226635,1.10402721
0.30224600000000024,0.57422835,1.11001131
0.30273400000000006,0.5821254,1.10574396
0.3032219999999999,0.57538593,1.10370348
0.30371099999999984,0.57660237,1.10853
0.30419899999999966,0.58357728,1.10404683
0.3046870000000004,0.58038903,1.10419398
0.3051750000000002,0.5814387,1.10533194
0.30566400000000016,0.58230198,1.10546928
0.306152,0.57975138,1.10114307
0.3066399999999998,0.57214863,1.10918727
0.30712899999999976,0.57544479,1.11241476
0.3076169999999996,0.5785938,1.11190464
0.3081050000000003,0.5793786,1.11254229
0.3085930000000001,0.57518973,1.11162996
0.3090820000000001,0.57244293,1.10987397
0.3095699999999999,0.57544479,1.10358576
0.3100579999999997,0.57665142,1.10797083
0.3105469999999997,0.5771223,1.10711736
0.3110350000000004,0.5704515,1.10456676
0.3115230000000002,0.58082067,1.10641104
0.31201100000000004,0.57773052,1.1067642
0.3125,0.57309039,1.10196711
0.3129879999999998,0.5798691,1.10324241
0.31347599999999964,0.57949632,1.10800026
0.3139649999999996,0.57856437,1.10540061
0.3144530000000003,0.58161528,1.10399778
0.31494100000000014,0.586638,1.10616579
0.31542899999999996,0.58090896,1.10476296
0.3159179999999999,0.57784824,1.10152566
0.31640599999999974,0.57841722,1.10456676
0.31689399999999956,0.5832045,1.10521422
0.3173820000000003,0.57835836,1.10366424
0.31787100000000024,0.57445398,1.1039193
0.31835900000000006,0.58603959,1.10553795
0.3188469999999999,0.57943746,1.10940309
0.31933599999999984,0.57634731,1.104606
0.31982399999999966,0.57981024,1.10713698
0.3203120000000004,0.58378329,1.10691135
0.3208000000000002,0.57825045,1.10447847
0.32128900000000016,0.58047732,1.10891259
0.321777,0.58412664,1.10649933
0.3222649999999998,0.58154661,1.10844171
0.32275399999999976,0.58472505,1.10579301
0.3232419999999996,0.57860361,1.10850057
0.3237300000000003,0.57875076,1.1062737
0.3242180000000001,0.58260609,1.1092167
0.3247070000000001,0.58214502,1.11242457
0.3251949999999999,0.58518612,1.11218913
0.3256829999999997,0.59137623,1.10973663
0.3261719999999997,0.57907449,1.1190267
