Time (s),Y Axis (m/s^2),Z Axis (m/s^2)
4.856934,0.56971575,1.10489049
4.857422,0.58479372,1.10370348
4.85791,0.57769128,1.10621484
4.858398,0.57021606,1.1052927
4.858887,0.57085371,1.10427246
4.859375,0.58122288,1.11062934
4.859863,0.57955518,1.10168262
4.860352,0.56823444,1.10516517
4.86084,0.57624921,1.10775501
4.861328,0.58817817,1.10285001
4.861816,0.57067713,1.10574396
4.862305,0.56865627,1.10402721
4.862793,0.58641237,1.10272248
4.863281,0.58333203,1.10420379
4.86377,0.57253122,1.10308545
4.864258,0.57669066,1.10581263
4.864746,0.58491144,1.10318355
4.865234,0.57152079,1.10395854
4.865723,0.5706477,1.10659743
4.866211,0.57879,1.105587
4.866699,0.57215844,1.1076471
4.867188,0.57312963,1.10469429
4.867676,0.57279609,1.11099231
4.868164,0.57651408,1.10793159
4.868652,0.5744736,1.10811798
4.869141,0.56822463,1.11181635
4.869629,0.57688686,1.10447847
4.870117,0.58409721,1.10510631
4.870605,0.57993777,1.10677401
4.871094,0.57534669,1.10466486
4.871582,0.58456809,1.1025459
4.87207,0.58764843,1.10736261
4.872559,0.57670047,1.10281077
4.873047,0.57478752,1.10052504
4.873535,0.58934556,1.10357595
4.874023,0.58029093,1.10766672
4.874512,0.57256065,1.10608731
4.875,0.57785805,1.10905974
4.875488,0.58147794,1.10928537
4.875977,0.57577833,1.10400759
4.876465,0.57844665,1.10543004
4.876953,0.587619,1.10648952
4.877441,0.5832045,1.10500821
4.87793,0.57263913,1.10345823
4.878418,0.57794634,1.10710755
4.878906,0.58646142,1.10271267
4.879395,0.57675933,1.10438037
4.879883,0.5783976,1.10606769
4.880371,0.58911012,1.10418417
4.880859,0.58716774,1.10135889
4.881348,0.57609225,1.10252628
4.881836,0.57235464,1.10262438
4.882324,0.58097763,1.10141775
4.882813,0.57624921,1.10389968
4.883301,0.57358089,1.10542023
4.883789,0.57912354,1.1062737
4.884277,0.58091877,1.10471391
4.884766,0.57433626,1.10477277
4.885254,0.56857779,1.10703888
4.885742,0.57484638,1.104606
4.88623,0.57926088,1.10640123
4.886719,0.57489543,1.10704869
4.887207,0.57068694,1.10474334
4.887695,0.58609845,1.10818665
4.888184,0.57462075,1.10798064
4.888672,0.56579175,1.10593035
4.88916,0.585657,1.10538099
4.889648,0.58350861,1.10974644
4.890137,0.57287457,1.10478258
4.890625,0.56827368,1.1072547
4.891113,0.58660857,1.1088243
4.891602,0.57262932,1.10312469
4.89209,0.56873475,1.10406645
4.892578,0.5790843,1.10684268
4.893066,0.58005549,1.10620503
4.893555,0.57729888,1.10680344
4.894043,0.57132459,1.10864772
4.894531,0.57676914,1.10635218
4.89502,0.57577833,1.10752938
4.895508,0.5711382,1.11398436
4.895996,0.57538593,1.11159072
4.896484,0.58390101,1.10694078
4.896973,0.5784957,1.11326823
4.897461,0.57964347,1.10724489
4.897949,0.58133079,1.10845152
4.898438,0.57753432,1.10785311
4.898926,0.57683781,1.1069604
4.899414,0.57589605,1.10851038
4.899902,0.58108554,1.10658762
4.900391,0.5776128,1.11070782
4.900879,0.57982005,1.10762748
4.901367,0.57137364,1.10712717
4.901855,0.58116402,1.1093148
4.902344,0.57993777,1.10878506
4.902832,0.56420253,1.10976606
4.90332,0.57769128,1.10527308
4.903809,0.58346937,1.10789235
4.904297,0.57683781,1.11207141
4.904785,0.57180528,1.10444904
4.905273,0.58449942,1.10914803
4.905762,0.57856437,1.10808855
4.90625,0.57332583,1.10755881
4.906738,0.58033998,1.1103939
4.907227,0.5791824,1.10837304
4.907715,0.57188376,1.10789235
4.908203,0.57168756,1.1117673
4.908691,0.58125231,1.11056067
4.90918,0.57475809,1.10879487
4.909668,0.57373785,1.11109041
4.910156,0.57678876,1.11393531
4.910645,0.58144851,1.11205179
4.911133,0.58007511,1.10828475
4.911621,0.57336507,1.10783349
4.912109,0.57366918,1.10674458
4.912598,0.58318488,1.10924613
4.913086,0.58218426,1.10554776
4.913574,0.57354165,1.10691135
4.914063,0.58912974,1.10191806
4.914551,0.58897278,1.10522403
4.915039,0.57654351,1.10999169
4.915527,0.57793653,1.10541042
4.916016,0.5860494,1.10768634
4.916504,0.5799672,1.1069604
4.916992,0.57845646,1.10788254
4.91748,0.58705983,1.10677401
4.917969,0.58175262,1.10836323
4.918457,0.5776128,1.10644047
4.918945,0.57482676,1.1072547
4.919434,0.57629826,1.11089421
4.919922,0.58023207,1.10556738
4.92041,0.57585681,1.10706831
4.920898,0.58313583,1.10748033
4.921387,0.58867848,1.10433132
4.921875,0.58080105,1.10791197
4.922363,0.5804577,1.10851038
4.922852,0.58946328,1.10864772
4.92334,0.58070295,1.11016827
4.923828,0.5750622,1.10709774
4.924316,0.58181148,1.11086478
4.924805,0.58089915,1.1072547
4.925293,0.57710268,1.11184578
4.925781,0.57943746,1.11174768
4.92627,0.57766185,1.1119635
4.926758,0.57278628,1.11011922
4.927246,0.58036941,1.11116889
4.927734,0.57609225,1.11241476
4.928223,0.57428721,1.1049984
4.928711,0.57734793,1.10978568
4.929199,0.57786786,1.10722527
4.929688,0.57930993,1.10390949
4.930176,0.58455828,1.10655819
4.930664,0.5853627,1.10679363
4.931152,0.57589605,1.10258514
4.931641,0.5782995,1.10760786
4.932129,0.58306716,1.10762748
4.932617,0.57219768,1.10808855
4.933105,0.57052017,1.10890278
4.933594,0.58498011,1.10437056
4.934082,0.57796596,1.10890278
4.93457,0.57269799,1.10589111
4.935059,0.57605301,1.10708793
4.935547,0.57518973,1.10975625
4.936035,0.5714325,1.1062737
4.936523,0.57085371,1.11155148
4.937012,0.58303773,1.10998188
4.9375,0.57729888,1.10995245
4.937988,0.57569004,1.1117673
4.938477,0.58523517,1.11149262
4.938965,0.58034979,1.10969739
4.939453,0.57632769,1.10462562
4.939941,0.57812292,1.10884392
4.94043,0.58458771,1.10547909
4.940918,0.57870171,1.10476296
4.941406,0.57803463,1.10594016
4.941895,0.58287096,1.10629332
4.942383,0.5813406,1.10446866
4.942871,0.57811311,1.1076471
4.943359,0.57666123,1.10801007
4.943848,0.57564099,1.10876544
4.944336,0.57730869,1.11064896
4.944824,0.57961404,1.10806893
4.945313,0.57038283,1.11123756
4.945801,0.57630807,1.10757843
4.946289,0.57953556,1.11258153
4.946777,0.57563118,1.11031542
4.947266,0.57879,1.10623446
4.947754,0.57823083,1.10979549
4.948242,0.57062808,1.10641104
4.94873,0.57304134,1.10672496
4.949219,0.58102668,1.11178692
4.949707,0.57661218,1.10734299
4.950195,0.57914316,1.10543985
4.950684,0.58220388,1.11030561
4.951172,0.57956499,1.10866734
4.95166,0.57333564,1.10847114
4.952148,0.57680838,1.1080395
4.952637,0.57846627,1.10437056
4.953125,0.58048713,1.10417436
4.953613,0.58145832,1.10404683
4.954102,0.57930993,1.10708793
4.95459,0.5805558,1.10432151
4.955078,0.57990834,1.10928537
4.955566,0.58390101,1.11054105
4.956055,0.58137984,1.10612655
4.956543,0.58020264,1.1078433
4.957031,0.57897639,1.10669553
4.95752,0.58190958,1.10818665
4.958008,0.58237065,1.10924613
4.958496,0.57249198,1.1102958
4.958984,0.5832045,1.10758824
4.959473,0.57944727,1.10756862
4.959961,0.58068333,1.10856924
4.960449,0.58133079,1.10912841
4.960938,0.58113459,1.11133566
4.961426,0.58020264,1.10927556
4.961914,0.57853494,1.11032523
4.962402,0.58029093,1.10547909
4.962891,0.57655332,1.10406645
4.963379,0.58580415,1.10918727
4.963867,0.58458771,1.10793159
4.964355,0.57850551,1.10438037
4.964844,0.57683781,1.10456676
4.965332,0.57694572,1.10675439
4.96582,0.57365937,1.11112965
4.966309,0.5746698,1.10679363
4.966797,0.57994758,1.10804931
4.967285,0.57886848,1.10595978
4.967773,0.57660237,1.10562624
4.968262,0.58014378,1.10888316
4.96875,0.57714192,1.10250666
4.969238,0.57354165,1.103625
4.969727,0.57948651,1.10383101
4.970215,0.5763375,1.10654838
4.970703,0.58047732,1.10216331
4.971191,0.58278267,1.10526327
4.97168,0.58191939,1.10749995
4.972168,0.58399911,1.10451771
4.972656,0.58299849,1.10474334
4.973145,0.57975138,1.10383101
4.973633,0.5772204,1.10446866
4.974121,0.5842836,1.10698002
4.974609,0.58460733,1.10720565
4.975098,0.58138965,1.10541042
4.975586,0.58416588,1.10526327
4.976074,0.58250799,1.10573415
4.976563,0.57953556,1.10881449
4.977051,0.57930012,1.11229704
4.977539,0.58197825,1.10992302
4.978027,0.57892734,1.10720565
4.978516,0.58096782,1.10465505
4.979004,0.58394025,1.10476296
4.979492,0.58631427,1.10612655
4.97998,0.58109535,1.1035269
4.980469,0.58100706,1.1040174
4.980957,0.59153319,1.10062314
4.981445,0.57826026,1.10177091
4.981934,0.57640617,1.10052504
4.982422,0.57926088,1.10457657
4.98291,0.58024188,1.10388006
4.983398,0.57303153,1.10377215
4.983887,0.5816349,1.10151585
4.984375,0.58138965,1.10464524
4.984863,0.57337488,1.10399778
4.985352,0.57770109,1.10492973
4.98584,0.57419892,1.10806893
4.986328,0.57367899,1.1045079
4.986816,0.5714325,1.10495916
4.987305,0.58095801,1.11072744
4.987793,0.58022226,1.10650914
4.988281,0.58157604,1.10441961
4.98877,0.57848589,1.1069604
4.989258,0.58053618,1.10281077
4.989746,0.58249818,1.10238894
4.990234,0.57561156,1.10536137
4.990723,0.58112478,1.10831418
4.991211,0.58167414,1.10355633
4.991699,0.58266495,1.10659743
4.992188,0.5782995,1.10788254
4.992676,0.5834988,1.1064699
4.993164,0.57835836,1.1057832
4.993652,0.57589605,1.10968758
4.994141,0.57854475,1.11214989
4.994629,0.57772071,1.10861829
4.995117,0.5798691,1.10532213
4.995605,0.58069314,1.10595978
4.996094,0.57940803,1.10508669
4.996582,0.58082067,1.10555757
4.99707,0.58402854,1.10720565
4.997559,0.57927069,1.10416455
4.998047,0.5794767,1.10429208
4.998535,0.58225293,1.10316393
4.999023,0.57601377,1.10394873
4.999512,0.57669066,1.10387025
5,0.58451904,1.10569491
5.000488,0.58412664,1.10493954
5.000977,0.57435588,1.10239875
5.001465,0.58321431,1.10103516
5.001953,0.58305735,1.10281077
5.002441,0.57380652,1.10331108
5.00293,0.57641598,1.10314431
5.003418,0.57484638,1.10341899
5.003906,0.57816216,1.10219274
5.004395,0.58091877,1.10189844
5.004883,0.58087953,1.10308545
5.005371,0.57763242,1.10098611
5.005859,0.58538232,1.09976967
5.006348,0.57830931,1.10472372
5.006836,0.5706477,1.1066661
5.007324,0.57991815,1.10570472
5.007813,0.5820273,1.10870658
5.008301,0.57588624,1.10821608
5.008789,0.5790843,1.10604807
5.009277,0.58736394,1.10939328
5.009766,0.57603339,1.11115908
5.010254,0.57439512,1.10684268
5.010742,0.58032036,1.11339576
5.01123,0.58198806,1.11020751
5.011719,0.57507201,1.1066661
5.012207,0.58166433,1.11150243
5.012695,0.58864905,1.10922651
5.013184,0.57915297,1.11141414
5.013672,0.57429702,1.11338595
5.01416,0.58514688,1.11017808
5.014648,0.58763862,1.10995245
5.015137,0.57264894,1.10946195
5.015625,0.57834855,1.10964834
5.016113,0.58333203,1.11071763
5.016602,0.57487581,1.10899107
5.01709,0.57104991,1.10801007
5.017578,0.57772071,1.1113749
5.018066,0.58214502,1.10555757
5.018555,0.56725344,1.10753919
5.019043,0.57753432,1.10802969
5.019531,0.58116402,1.10243799
5.02002,0.57510144,1.10240856
5.020508,0.57473847,1.10269305
5.020996,0.58199787,1.10376234
5.021484,0.58332222,1.10189844
5.021973,0.57826026,1.10408607
5.022461,0.57883905,1.10212407
5.022949,0.58151718,1.10060352
5.023438,0.58630446,1.09974024
5.023926,0.5714325,1.10294811
5.024414,0.57718116,1.10416455
5.024902,0.58431303,1.10385063
5.025391,0.57661218,1.10673477
5.025879,0.57099105,1.10537118
5.026367,0.57464037,1.10610693
5.026855,0.57713211,1.10671515
5.027344,0.57234483,1.10797083
5.027832,0.57558213,1.10741166
5.02832,0.57961404,1.10716641
5.028809,0.57673971,1.10642085
5.029297,0.57117744,1.1100996
5.029785,0.58151718,1.10678382
5.030273,0.58598073,1.10562624
5.030762,0.5773185,1.10701926
5.03125,0.57477771,1.10749995
5.031738,0.57885867,1.10896164
5.032227,0.58196844,1.10624427
5.032715,0.57088314,1.11072744
5.033203,0.57697515,1.10379177
5.033691,0.57852513,1.1057832
5.03418,0.57861342,1.10712717
5.034668,0.57553308,1.10556738
5.035156,0.57455208,1.11005055
5.035645,0.57966309,1.1093148
5.036133,0.57252141,1.10883411
5.036621,0.57456189,1.10811798
5.037109,0.57972195,1.10556738
5.037598,0.58589244,1.1084319
5.038086,0.58093839,1.10729394
5.038574,0.58490163,1.10474334
5.039063,0.59039523,1.10714679
5.039551,0.5829102,1.10491011
5.040039,0.57634731,1.10380158
5.040527,0.58188015,1.10291868
5.041016,0.5926221,1.10629332
5.041504,0.57531726,1.10789235
5.041992,0.57971214,1.10909898
5.04248,0.58843323,1.10642085
5.042969,0.57698496,1.10846133
5.043457,0.56660598,1.11007998
5.043945,0.57621978,1.10703888
5.044434,0.58420512,1.11134547
5.044922,0.57960423,1.10954043
5.04541,0.5765337,1.11129642
5.045898,0.57778938,1.11006036
5.046387,0.58694211,1.10143737
5.046875,0.57745584,1.1079414
5.047363,0.58265514,1.1049003
5.047852,0.58657914,1.10377215
5.04834,0.5821254,1.10870658
5.048828,0.57705363,1.1067642
5.049316,0.58021245,1.10810817
5.049805,0.5871285,1.10169243
5.050293,0.57103029,1.10698002
5.050781,0.574866,1.10383101
5.05127,0.57791691,1.10566548
5.051758,0.57769128,1.10801007
5.052246,0.57186414,1.10329146
5.052734,0.57203091,1.10706831
5.053223,0.57953556,1.10072124
5.053711,0.5723154,1.10289906
5.054199,0.56983347,1.10413512
5.054688,0.5783976,1.1032326
5.055176,0.58689306,1.10810817
5.055664,0.57125592,1.10406645
5.056152,0.56769489,1.10307564
5.056641,0.58274343,1.10610693
5.057129,0.58005549,1.10340918
5.057617,0.56835216,1.11004074
5.058105,0.57743622,1.10652876
5.058594,0.58886487,1.10731356
5.059082,0.57688686,1.10530251
5.05957,0.57482676,1.10479239
5.060059,0.58429341,1.11043314
5.060547,0.58089915,1.10640123
5.061035,0.56926449,1.11143376
5.061523,0.58090896,1.11087459
5.062012,0.58719717,1.10824551
5.0625,0.57714192,1.10956986
5.062988,0.57556251,1.10692116
5.063477,0.58015359,1.11128661
5.063965,0.58701078,1.10835342
5.064453,0.57591567,1.10846133
5.064941,0.57078504,1.11052143
5.06543,0.58207635,1.1071566
5.065918,0.57959442,1.1152989
5.066406,0.56772432,1.11594636
5.066895,0.57222711,1.1123559
5.067383,0.5847741,1.10664648
5.067871,0.57556251,1.11053124
5.068359,0.57136383,1.10633256
5.068848,0.57991815,1.11013884
5.069336,0.58493106,1.11171825
5.069824,0.56913696,1.10678382
5.070313,0.56834235,1.10752938
5.070801,0.58700097,1.10975625
5.071289,0.5789862,1.10822589
5.071777,0.56882304,1.11167901
5.072266,0.58250799,1.1133369
5.072754,0.59066991,1.10375253
5.073242,0.56552688,1.10651895
5.07373,0.5678028,1.10563605
5.074219,0.58650066,1.10688192
5.074707,0.58135041,1.10984454
5.075195,0.567018,1.10850057
5.075684,0.58017321,1.10740185
5.076172,0.58498992,1.10731356
5.07666,0.57124611,1.1066661
5.077148,0.57004929,1.10952081
5.077637,0.58188996,1.11142395
5.078125,0.58356747,1.10283039
5.078613,0.57538593,1.1094129
5.079102,0.58201749,1.10642085
5.07959,0.58609845,1.10559681
5.080078,0.58611807,1.10592054
5.080566,0.57808368,1.10610693
5.081055,0.57787767,1.10678382
5.081543,0.58612788,1.10532213
5.082031,0.57354165,1.10508669
5.08252,0.56863665,1.1049003
5.083008,0.58366557,1.10258514
5.083496,0.58305735,1.10685249
5.083984,0.56639016,1.10570472
5.084473,0.57227616,1.10560662
5.084961,0.58211559,1.10624427
5.085449,0.57272742,1.10812779
5.085938,0.56668446,1.10608731
5.086426,0.57342393,1.10611674
5.086914,0.5819292,1.11159072
5.087402,0.56828349,1.1102958
5.087891,0.57156984,1.10891259
5.088379,0.58295925,1.10748033
5.088867,0.58409721,1.1053908
5.089355,0.56975499,1.10761767
5.089844,0.57206034,1.10770596
5.090332,0.58385196,1.10587149
5.09082,0.57029454,1.10865753
5.091309,0.56649807,1.10799045
5.091797,0.57897639,1.10595978
5.092285,0.5840874,1.1037231
5.092773,0.56572308,1.10467467
5.093262,0.56893095,1.10996226
5.09375,0.58014378,1.11133566
5.094238,0.57616092,1.10989359
5.094727,0.57000024,1.1083338
5.095215,0.57628845,1.10863791
5.095703,0.58764843,1.10393892
5.096191,0.57673971,1.10644047
5.09668,0.57128535,1.10802969
5.097168,0.57899601,1.10716641
5.097656,0.58684401,1.11026637
5.098145,0.57435588,1.11055086
5.098633,0.56892114,1.1089224
5.099121,0.58365576,1.11178692
5.099609,0.58160547,1.11278754
5.100098,0.56684142,1.11327804
5.100586,0.5742774,1.10662686
5.101074,0.58520574,1.10602845
5.101563,0.56218167,1.10987397
5.102051,0.56690028,1.10948157
5.102539,0.58233141,1.11427866
5.103027,0.57430683,1.11308184
5.103516,0.5616225,1.11222837
5.104004,0.56958822,1.11080592
5.104492,0.5851665,1.1079414
5.10498,0.57403215,1.10827494
5.105469,0.5676066,1.10773539
5.105957,0.57743622,1.10346804
5.106445,0.58609845,1.10742147
5.106934,0.56748888,1.10907936
5.107422,0.56320191,1.1079414
5.10791,0.57927069,1.10645028
5.108398,0.57426759,1.10850057
5.108887,0.56842083,1.11079611
5.109375,0.57632769,1.1100996
5.109863,0.58364595,1.10668572
5.110352,0.56709648,1.10966796
5.11084,0.56733192,1.11187521
5.111328,0.5749641,1.11122775
5.111816,0.57832893,1.11072744
5.112305,0.56873475,1.11237552
5.112793,0.5744736,1.1103939
5.113281,0.59068953,1.10649933
5.11377,0.57764223,1.11151224
5.114258,0.56703762,1.10817684
5.114746,0.58177224,1.10665629
5.115234,0.59076801,1.10808855
5.115723,0.56722401,1.10939328
5.116211,0.56974518,1.10433132
5.116699,0.58529403,1.10654838
5.117188,0.577809,1.10962872
5.117676,0.56453607,1.10712717
5.118164,0.57361032,1.10729394
5.118652,0.58466619,1.10761767
5.119141,0.56462436,1.11022713
5.119629,0.56363355,1.11143376
5.120117,0.57493467,1.11007998
5.120605,0.57556251,1.10946195
5.121094,0.56814615,1.11208122
5.121582,0.57335526,1.11114927
5.12207,0.5861475,1.10989359
5.122559,0.57738717,1.10820627
5.123047,0.56673351,1.10801007
5.123535,0.57374766,1.10954043
5.124023,0.57675933,1.10836323
5.124512,0.5605434,1.11129642
5.125,0.56424177,1.11136509
5.125488,0.58249818,1.10820627
5.125977,0.57905487,1.11026637
5.126465,0.56522277,1.10720565
5.126953,0.56798919,1.10507688
5.127441,0.57940803,1.10953062
5.12793,0.57100086,1.11237552
5.128418,0.56811672,1.1089224
5.128906,0.57723021,1.11010941
5.129395,0.58838418,1.1058813
5.129883,0.57305115,1.10835342
5.130371,0.57139326,1.1122578
5.130859,0.5852646,1.106568
5.131348,0.5755527,1.10669553
5.131836,0.56492847,1.10354652
5.132324,0.57397329,1.1074509
5.132813,0.58865886,1.11146319
5.133301,0.56696895,1.10776482
5.133789,0.56634111,1.10783349
5.134277,0.58137003,1.1090205
5.134766,0.57940803,1.10916765
5.135254,0.56777337,1.10682306
5.135742,0.57536631,1.11276792
5.13623,0.58231179,1.10894202
5.136719,0.57501315,1.11175749
5.137207,0.5727078,1.10933442
5.137695,0.57590586,1.10461581
5.138184,0.58707945,1.10515536
5.138672,0.57961404,1.10993283
5.13916,0.57566061,1.10766672
5.139648,0.5815368,1.10591073
5.140137,0.5818311,1.10587149
5.140625,0.5701572,1.10766672
5.141113,0.56484999,1.10603826
5.141602,0.58731489,1.10788254
5.14209,0.57691629,1.11291507
5.142578,0.56709648,1.11220875
5.143066,0.58043808,1.11170844
5.143555,0.58404816,1.11067839
5.144043,0.56460474,1.10837304
5.144531,0.56635092,1.10923632
5.14502,0.587619,1.1103939
5.145508,0.58319469,1.10871639
5.145996,0.56718477,1.10583225
5.146484,0.57449322,1.10746071
5.146973,0.58886487,1.10807874
5.147461,0.57566061,1.1062737
5.147949,0.56735154,1.10800026
5.148438,0.5795748,1.10582244
5.148926,0.58611807,1.10278134
5.149414,0.56852874,1.10665629
5.149902,0.57226635,1.10540061
5.150391,0.58620636,1.10403702
5.150879,0.5732964,1.10629332
5.151367,0.56757717,1.10706831
5.151855,0.57724983,1.10573415
5.152344,0.58592187,1.10478258
5.152832,0.57205053,1.10404683
5.15332,0.57023568,1.10551833
5.153809,0.58491144,1.10178072
5.154297,0.58292982,1.10585187
5.154785,0.57018663,1.10582244
5.155273,0.57387519,1.10520441
5.155762,0.59177844,1.10458638
5.15625,0.57864285,1.10727432
5.156738,0.56249559,1.10590092
5.157227,0.58040865,1.10262438
5.157715,0.58661838,1.10563605
5.158203,0.56988252,1.1073528
5.158691,0.56773413,1.10708793
5.15918,0.58887468,1.10224179
5.159668,0.58226274,1.10240856
5.160156,0.56566422,1.10422341
5.160645,0.57217806,1.10849076
5.161133,0.58072257,1.1088243
5.161621,0.56422215,1.10868696
5.162109,0.57032397,1.10504745
5.162598,0.58950252,1.10562624
5.163086,0.58429341,1.10493954
5.163574,0.57076542,1.10251647
5.164063,0.57337488,1.10510631
5.164551,0.5894829,1.10426265
5.165039,0.57295305,1.10469429
5.165527,0.56208357,1.1027421
5.166016,0.58100706,1.10731356
5.166504,0.58488201,1.10755881
5.166992,0.5671161,1.10919708
5.16748,0.56698857,1.10899107
5.167969,0.58097763,1.10603826
5.168457,0.57158946,1.10818665
5.168945,0.56984328,1.10835342
5.169434,0.57253122,1.10337975
5.169922,0.58158585,1.10482182
5.17041,0.57569004,1.10282058
5.170898,0.56975499,1.10664648
5.171387,0.57561156,1.10365443
5.171875,0.57940803,1.10047599
5.172363,0.57269799,1.10706831
5.172852,0.57124611,1.10184939
5.17334,0.58557852,1.10631294
5.173828,0.57921183,1.10890278
5.174316,0.5629959,1.10710755
5.174805,0.57369861,1.11006036
5.175293,0.58757976,1.11075687
5.175781,0.56865627,1.1070585
5.17627,0.56274084,1.1071566
5.176758,0.58194882,1.11097269
5.177246,0.57806406,1.1105901
5.177734,0.56377089,1.10386044
5.178223,0.5674104,1.10594016
5.178711,0.5825178,1.10491992
5.179199,0.57670047,1.10387025
5.179688,0.57286476,1.10639142
5.180176,0.58105611,1.10693097
5.180664,0.58196844,1.10448828
5.181152,0.57749508,1.10098611
5.181641,0.56836197,1.10494935
5.182129,0.58050675,1.10125098
5.182617,0.58274343,1.10130984
5.183105,0.56797938,1.10625408
5.183594,0.57206034,1.1030364
5.184082,0.58542156,1.10261457
5.18457,0.56891133,1.10348766
5.185059,0.55745325,1.10396835
5.185547,0.57453246,1.10410569
5.186035,0.58489182,1.10751957
5.186523,0.56980404,1.10748033
5.187012,0.56433006,1.10538099
5.1875,0.58454847,1.10363481
5.187988,0.57974157,1.10706831
5.188477,0.56286837,1.10443923
5.188965,0.57167775,1.10448828
5.189453,0.59039523,1.10477277
5.189941,0.56993157,1.10712717
5.19043,0.56016081,1.10414493
5.190918,0.57997701,1.10180034
5.191406,0.57865266,1.11064896
5.191895,0.56594871,1.10667591
5.192383,0.5740812,1.10952081
5.192871,0.59079744,1.1051946
5.193359,0.56901924,1.09937727
5.193848,0.56218167,1.10683287
5.194336,0.58048713,1.10404683
5.194824,0.58117383,1.10370348
5.195313,0.5683914,1.10534175
5.195801,0.56944107,1.10670534
5.196289,0.59314203,1.10554776
5.196777,0.58554909,1.10589111
5.197266,0.56964708,1.10457657
5.197754,0.57777957,1.10192787
5.198242,0.58576491,1.10287944
5.19873,0.57624921,1.10595978
5.199219,0.56871513,1.10575377
5.199707,0.58140927,1.10756862
5.200195,0.58461714,1.10710755
5.200684,0.57314925,1.10714679
5.201172,0.5734926,1.10409588
5.20166,0.58157604,1.10515536
5.202148,0.57503277,1.11041352
5.202637,0.567999,1.10743128
5.203125,0.57893715,1.10825532
5.203613,0.58796235,1.10789235
5.204102,0.5703534,1.10336994
5.20459,0.56874456,1.10574396
5.205078,0.58822722,1.10505726
5.205566,0.58430322,1.10768634
5.206055,0.57278628,1.10310507
5.206543,0.57656313,1.10520441
5.207031,0.59388759,1.10531232
5.20752,0.57298248,1.1039193
5.208008,0.56362374,1.10842209
5.208496,0.58275324,1.10458638
5.208984,0.58175262,1.10859867
5.209473,0.5722173,1.10719584
5.209961,0.57019644,1.10396835
5.210449,0.57951594,1.10914803
5.210938,0.57583719,1.10384082
5.211426,0.56766546,1.1096091
5.211914,0.57443436,1.10717622
5.212402,0.5855589,1.10318355
5.212891,0.58011435,1.10891259
5.213379,0.56949012,1.10769615
5.213867,0.58678515,1.10680344
5.214355,0.58963986,1.10292849
5.214844,0.57163851,1.10469429
5.215332,0.56994138,1.10307564
5.21582,0.58953195,1.10565567
5.216309,0.57955518,1.10690154
5.216797,0.56849931,1.10202597
5.217285,0.5800653,1.10546928
5.217773,0.58549023,1.10493954
5.218262,0.5680971,1.10327184
5.21875,0.5644674,1.10524365
5.219238,0.58223331,1.10354652
5.219727,0.57612168,1.10616579
5.220215,0.56978442,1.1022516
5.220703,0.57129516,1.10356614
5.221191,0.58386177,1.10473353
5.22168,0.57647484,1.10419398
5.222168,0.56674332,1.10973663
5.222656,0.57867228,1.10553795
5.223145,0.58089915,1.10288925
5.223633,0.57039264,1.10559681
5.224121,0.56761641,1.10741166
5.224609,0.58133079,1.10727432
5.225098,0.57254103,1.10547909
5.225586,0.56477151,1.10625408
5.226074,0.57335526,1.10623446
5.226563,0.58090896,1.10575377
5.227051,0.57168756,1.10719584
5.227539,0.56650788,1.1073528
5.228027,0.57681819,1.10733318
5.228516,0.57879981,1.11099231
5.229004,0.57620997,1.10840247
5.229492,0.57237426,1.10866734
5.22998,0.58660857,1.10838285
5.230469,0.58429341,1.11330747
5.230957,0.56746926,1.10814741
5.231445,0.57077523,1.10644047
5.231934,0.58304754,1.11006036
5.232422,0.57485619,1.10916765
5.23291,0.56561517,1.11286602
5.233398,0.5884038,1.10669553
5.233887,0.58480353,1.107549
5.234375,0.56254464,1.10613636
5.234863,0.57166794,1.10642085
5.235352,0.58252761,1.10873601
5.23584,0.56690028,1.10552814
5.236328,0.56465379,1.10336013
5.236816,0.58341051,1.10592054
5.237305,0.58078143,1.10606769
5.237793,0.56970594,1.10472372
5.238281,0.57057903,1.10884392
5.23877,0.58544118,1.10511612
5.239258,0.57876057,1.10171205
5.239746,0.56794995,1.10496897
5.240234,0.57401253,1.10430189
5.240723,0.58088934,1.10549871
5.241211,0.57233502,1.10492973
5.241699,0.56125953,1.10977587
5.242188,0.5782014,1.11035466
5.242676,0.57665142,1.10839266
5.243164,0.56683161,1.1084319
5.243652,0.57223692,1.10613636
5.244141,0.5782014,1.10847114
5.244629,0.57282552,1.10780406
5.245117,0.5622111,1.10723508
5.245605,0.57571947,1.10840247
5.246094,0.58865886,1.1067642
5.246582,0.57721059,1.10672496
5.24707,0.57037302,1.11027618
5.247559,0.59087592,1.10592054
5.248047,0.58491144,1.1070585
5.248535,0.56139687,1.10585187
5.249023,0.57330621,1.10709774
5.249512,0.59068953,1.10789235
5.25,0.577809,1.10469429
5.250488,0.5657427,1.10545947
5.250977,0.58321431,1.10700945
5.251465,0.57421854,1.10974644
5.251953,0.56334906,1.10640123
5.252441,0.57108915,1.11095307
5.25293,0.58193901,1.10889297
5.253418,0.57235464,1.10375253
5.253906,0.5642712,1.10785311
5.254395,0.57969252,1.10710755
5.254883,0.58005549,1.10349747
5.255371,0.57293343,1.10836323
5.255859,0.56838159,1.10711736
5.256348,0.58602978,1.10542023
5.256836,0.57647484,1.10714679
5.257324,0.56384937,1.10765691
5.257813,0.57061827,1.10648952
5.258301,0.57797577,1.10746071
