Time (s),Y Axis (m/s^2),Z Axis (m/s^2)
6.319824,0.57158946,1.11043314
6.320313,0.5701572,1.11063915
6.320801,0.58249818,1.1143179
6.321289,0.57747546,1.1160837
6.321777,0.57311982,1.11700584
6.322266,0.58185072,1.11631914
6.322754,0.58821741,1.11915423
6.323242,0.57622959,1.11312108
6.32373,0.57470904,1.11302298
6.324219,0.58272381,1.11334671
6.324707,0.57551346,1.1129445
6.325195,0.56382975,1.11357234
6.325684,0.5811444,1.10612655
6.326172,0.58001625,1.11084516
6.32666,0.56699838,1.10772558
6.327148,0.56803824,1.1048022
6.327637,0.57752451,1.10839266
6.328125,0.5745717,1.10325222
6.328613,0.56416329,1.10250666
6.329102,0.5718249,1.10438037
6.32959,0.58416588,1.0976409
6.330078,0.57593529,1.1014668
6.330566,0.56955879,1.1017611
6.331055,0.57880962,1.09620864
6.331543,0.57514068,1.09887696
6.332031,0.57668085,1.09864152
6.33252,0.57225654,1.10285001
6.333008,0.5841855,1.099701
6.333496,0.58041846,1.10623446
6.333984,0.57210939,1.11066858
6.334473,0.57840741,1.11069801
6.334961,0.58155642,1.11188502
6.335449,0.57320811,1.11379797
6.335938,0.57049074,1.11728052
6.336426,0.58317507,1.11898746
6.336914,0.58256685,1.12336272
6.337402,0.57019644,1.12351968
6.337891,0.57344355,1.12112604
6.338379,0.58905126,1.12358835
6.338867,0.58268457,1.12149882
6.339355,0.56919582,1.12151844
6.339844,0.58015359,1.11827133
6.340332,0.59099364,1.11517137
6.34082,0.56753793,1.11767292
6.341309,0.56862684,1.11463182
6.341797,0.58530384,1.11567168
6.342285,0.57895677,1.11450429
6.342773,0.56950974,1.10998188
6.343262,0.57542517,1.10955024
6.34375,0.58023207,1.10810817
6.344238,0.56716515,1.10112345
6.344727,0.56384937,1.10853981
6.345215,0.57981024,1.10375253
6.345703,0.58155642,1.09804311
6.346191,0.56999043,1.09945575
6.34668,0.574866,1.09716021
6.347168,0.58914936,1.09428588
6.347656,0.58002606,1.09581624
6.348145,0.5664294,1.09875924
6.348633,0.57576852,1.09498239
6.349121,0.58750128,1.10126079
6.349609,0.57777957,1.10135889
6.350098,0.56759679,1.10320317
6.350586,0.58838418,1.10082915
6.351074,0.58535289,1.10812779
6.351563,0.56853855,1.10583225
6.352051,0.56894076,1.10737242
6.352539,0.59038542,1.10856924
6.353027,0.57155022,1.11104136
6.353516,0.56351583,1.11181635
6.354004,0.58470543,1.10612655
6.354492,0.58127193,1.11012903
6.35498,0.56350602,1.11261096
6.355469,0.57059865,1.11064896
6.355957,0.59346576,1.10956005
6.356445,0.58054599,1.1083338
6.356934,0.56861703,1.10521422
6.357422,0.5815368,1.10629332
6.35791,0.5872266,1.10449809
6.358398,0.56726325,1.10670534
6.358887,0.56908791,1.10462562
6.359375,0.58607883,1.10199654
6.359863,0.58128174,1.10163357
6.360352,0.56043549,1.10095668
6.36084,0.5742774,1.09859247
6.361328,0.57965328,1.09987758
6.361816,0.57048093,1.10140794
6.362305,0.57189357,1.09925955
6.362793,0.57807387,1.09547289
6.363281,0.58392063,1.09334412
6.36377,0.57304134,1.09811178
6.364258,0.57237426,1.10040732
6.364746,0.58464657,1.09535517
6.365234,0.5775147,1.1040174
6.365723,0.56716515,1.10571453
6.366211,0.58373424,1.10175129
6.366699,0.58140927,1.11111003
6.367188,0.57253122,1.10954043
6.367676,0.56607624,1.10967777
6.368164,0.58229217,1.11350367
6.368652,0.58132098,1.11483783
6.369141,0.5632902,1.11444543
6.369629,0.56794014,1.11444543
6.370117,0.58116402,1.11052143
6.370605,0.57630807,1.11085497
6.371094,0.56159307,1.11125718
6.371582,0.57467961,1.10871639
6.37207,0.58754052,1.11007998
6.372559,0.57483657,1.1078433
6.373047,0.57067713,1.10552814
6.373535,0.58911993,1.10035827
6.374023,0.57955518,1.10335032
6.374512,0.57181509,1.09782729
6.375,0.57620016,1.10447847
6.375488,0.58747185,1.1012706
6.375977,0.57871152,1.09880829
6.376465,0.56910753,1.10364462
6.376953,0.58368519,1.09916145
6.377441,0.58253742,1.10347785
6.37793,0.57060846,1.10147661
6.378418,0.56611548,1.10349747
6.378906,0.58759938,1.09955385
6.379395,0.58551966,1.10039751
6.379883,0.57057903,1.10074086
6.380371,0.57224673,1.10283039
6.380859,0.59240628,1.10567529
6.381348,0.57933936,1.10746071
6.381836,0.56102409,1.10481201
6.382324,0.57927069,1.10972682
6.382813,0.59128794,1.10976606
6.383301,0.56590947,1.11495555
6.383789,0.56951955,1.11679002
6.384277,0.59160186,1.1172609
6.384766,0.57762261,1.11837924
6.385254,0.56082789,1.11809475
6.385742,0.57753432,1.12034124
6.38623,0.5879133,1.11705489
6.386719,0.56596833,1.11328785
6.387207,0.56676294,1.11475935
6.387695,0.5833026,1.11638781
6.388184,0.58579434,1.11311127
6.388672,0.56433006,1.11356253
6.38916,0.57593529,1.11071763
6.389648,0.58556871,1.10762748
6.390137,0.57314925,1.10403702
6.390625,0.55840482,1.10690154
6.391113,0.58126212,1.10002473
6.391602,0.58476429,1.10080953
6.39209,0.56631168,1.10171205
6.392578,0.56991195,1.10109402
6.393066,0.58643199,1.09923012
6.393555,0.58195863,1.10112345
6.394043,0.56440854,1.10183958
6.394531,0.58267476,1.09958328
6.39502,0.58874715,1.1004858
6.395508,0.57311982,1.10272248
6.395996,0.57067713,1.10608731
6.396484,0.59068953,1.10208483
6.396973,0.58822722,1.10962872
6.397461,0.5684895,1.10760786
6.397949,0.57126573,1.1110806
6.398438,0.59280849,1.11122775
6.398926,0.5757489,1.11233628
6.399414,0.56194623,1.11474954
6.399902,0.58235103,1.11514194
6.400391,0.58690287,1.12046877
6.400879,0.56576232,1.11532833
6.401367,0.56523258,1.11740805
6.401855,0.58669686,1.11830076
6.402344,0.57208977,1.11884031
6.402832,0.56293704,1.11526947
6.40332,0.57321792,1.11207141
6.403809,0.58681458,1.10677401
6.404297,0.57017682,1.10563605
6.404785,0.56737116,1.1054889
6.405273,0.5853627,1.10427246
6.405762,0.58844304,1.09779786
6.40625,0.57420873,1.0986219
6.406738,0.57835836,1.09560042
6.407227,0.5938974,1.09137231
6.407715,0.58038903,1.0934226
6.408203,0.56842083,1.09661085
6.408691,0.57861342,1.09502163
6.40918,0.585657,1.09341279
6.409668,0.57340431,1.09388367
6.410156,0.57016701,1.09598301
6.410645,0.58089915,1.09776843
6.411133,0.58458771,1.10072124
6.411621,0.56657655,1.10278134
6.412109,0.57758337,1.10164338
6.412598,0.59345595,1.10271267
6.413086,0.57930012,1.10604807
6.413574,0.5720211,1.10801007
6.414063,0.58886487,1.106568
6.414551,0.58745223,1.11542643
6.415039,0.56850912,1.11198312
6.415527,0.5707458,1.11664287
6.416016,0.59017941,1.11906594
6.416504,0.58668705,1.11596598
6.416992,0.56637054,1.12379436
6.41748,0.58564719,1.11793779
6.417969,0.58746204,1.1209887
6.418457,0.56951955,1.11862449
6.418945,0.56295666,1.11780045
6.419434,0.57915297,1.1184381
6.419922,0.580752,1.11916404
6.42041,0.56805786,1.11568149
6.420898,0.56753793,1.11390588
6.421387,0.5824197,1.10968758
6.421875,0.58144851,1.11050181
6.422363,0.56759679,1.10802969
6.422852,0.57774033,1.10317374
6.42334,0.59406417,1.09687572
6.423828,0.57235464,1.09971081
6.424316,0.56523258,1.09945575
6.424805,0.59165091,1.09500201
6.425293,0.58448961,1.1025459
6.425781,0.56585061,1.09850418
6.42627,0.5746698,1.09795482
6.426758,0.59200407,1.101663
6.427246,0.57630807,1.10216331
6.427734,0.56095542,1.10543004
6.428223,0.5809482,1.10419398
6.428711,0.58920822,1.10315412
6.429199,0.5653503,1.10758824
6.429688,0.57533688,1.10977587
6.430176,0.59273001,1.1113749
6.430664,0.58625541,1.11091383
6.431152,0.56486961,1.11422961
6.431641,0.57626883,1.11369006
6.432129,0.59092497,1.1136312
6.432617,0.57099105,1.1186343
6.433105,0.56627244,1.11563244
6.433594,0.58549023,1.11809475
6.434082,0.58776615,1.11194388
6.43457,0.56624301,1.111473
6.435059,0.57212901,1.11356253
6.435547,0.58787406,1.11285621
6.436035,0.57585681,1.11279735
6.436523,0.56497752,1.10932461
6.437012,0.58185072,1.10351709
6.4375,0.58725603,1.1052927
6.437988,0.57671028,1.10395854
6.438477,0.56704743,1.10655819
6.438965,0.5868342,1.10407626
6.439453,0.58795254,1.10570472
6.439941,0.56902905,1.10508669
6.44043,0.57405177,1.10093706
6.440918,0.58800159,1.10534175
6.441406,0.58247856,1.10543004
6.441895,0.56065131,1.10718603
6.442383,0.58513707,1.1049003
6.442871,0.59045409,1.10904012
6.443359,0.57269799,1.10668572
6.443848,0.56592909,1.1079414
6.444336,0.58459752,1.10789235
6.444824,0.5771223,1.10995245
6.445313,0.56247597,1.10870658
6.445801,0.57716154,1.11226761
6.446289,0.59030694,1.11113946
6.446777,0.5757489,1.11118851
6.447266,0.56683161,1.1109825
6.447754,0.58798197,1.10920689
6.448242,0.58053618,1.10957967
6.44873,0.56624301,1.11141414
6.449219,0.57311982,1.11394512
6.449707,0.58764843,1.11212046
6.450195,0.57345336,1.11344481
6.450684,0.56548764,1.11124737
6.451172,0.57572928,1.11269925
6.45166,0.58446018,1.10887335
6.452148,0.57040245,1.11269925
6.452637,0.56626263,1.11263058
6.453125,0.58033998,1.10852019
6.453613,0.58648104,1.1089224
6.454102,0.56447721,1.10732337
6.45459,0.57411063,1.09996587
6.455078,0.5933088,1.10188863
6.455566,0.57756375,1.10256552
6.456055,0.57072618,1.10135889
6.456543,0.58679496,1.10188863
6.457031,0.59348538,1.09964214
6.45752,0.57183471,1.10189844
6.458008,0.5834007,1.102644
6.458496,0.59453505,1.10766672
6.458984,0.58517631,1.10522403
6.459473,0.57007872,1.11038409
6.459961,0.58893354,1.11152205
6.460449,0.5844798,1.11398436
6.460938,0.57271761,1.11621123
6.461426,0.57505239,1.11992922
6.461914,0.58139946,1.11695679
6.462402,0.58410702,1.11625047
6.462891,0.56726325,1.12134186
6.463379,0.58041846,1.11768273
6.463867,0.58883544,1.11491631
6.464355,0.58175262,1.11481821
6.464844,0.5677047,1.1157894
6.465332,0.57979062,1.11141414
6.46582,0.58449942,1.11172806
6.466309,0.57338469,1.11506346
6.466797,0.56835216,1.1133369
6.467285,0.58498992,1.10747052
6.467773,0.58103649,1.1069604
6.468262,0.5657427,1.10655819
6.46875,0.57621978,1.10320317
6.469238,0.58482315,1.10594997
6.469727,0.57628845,1.10336994
6.470215,0.56290761,1.10255571
6.470703,0.58501935,1.09977948
6.471191,0.59188635,1.0986219
6.47168,0.56578194,1.09879848
6.472168,0.57151098,1.10006397
6.472656,0.59538852,1.1005839
6.473145,0.58036941,1.10360538
6.473633,0.57038283,1.102644
6.474121,0.580752,1.10692116
6.474609,0.59972454,1.10691135
6.475098,0.57519954,1.10587149
6.475586,0.56705724,1.10907936
6.476074,0.59431923,1.10851038
6.476563,0.58626522,1.11285621
6.477051,0.56424177,1.11350367
6.477539,0.57676914,1.11381759
6.478027,0.59443695,1.11693717
6.478516,0.57519954,1.11336633
6.479004,0.57102048,1.11752577
6.479492,0.58774653,1.12095927
6.47998,0.59020884,1.1201058
6.480469,0.56857779,1.11900708
6.480957,0.57445398,1.11397455
6.481445,0.58535289,1.11357234
6.481934,0.58168395,1.11120813
6.482422,0.56158326,1.1143179
6.48291,0.57868209,1.11209103
6.483398,0.58900221,1.11163977
6.483887,0.57020625,1.11335652
6.484375,0.56487942,1.11050181
6.484863,0.57982005,1.10564586
6.485352,0.58618674,1.10365443
6.48584,0.56438892,1.10357595
6.486328,0.57051036,1.10012283
6.486816,0.59033637,1.10069181
6.487305,0.5831064,1.09655199
6.487793,0.5694705,1.09635579
6.488281,0.58553928,1.09309887
6.48877,0.5930145,1.09730736
6.489258,0.58024188,1.09639503
6.489746,0.57474828,1.09635579
6.490234,0.59378949,1.09662066
6.490723,0.59122908,1.1014668
6.491211,0.57240369,1.1041155
6.491699,0.57903525,1.10580282
6.492188,0.58964967,1.11030561
6.492676,0.58446999,1.10609712
6.493164,0.56891133,1.11022713
6.493652,0.5863437,1.11258153
6.494141,0.59082687,1.11317994
6.494629,0.57217806,1.11725109
6.495117,0.5710401,1.11287583
6.495605,0.58759938,1.11389607
6.496094,0.58902183,1.11643686
6.496582,0.57295305,1.11533814
6.49707,0.5819292,1.11342519
6.497559,0.59380911,1.11091383
6.498047,0.57930993,1.10992302
6.498535,0.57189357,1.11093345
6.499023,0.58583358,1.10798064
6.499512,0.58572567,1.10351709
6.5,0.56918601,1.10302659
6.500488,0.57828969,1.10141775
6.500977,0.58923765,1.09997568
6.501465,0.57371823,1.09925955
6.501953,0.56234844,1.09819026
6.502441,0.57851532,1.09776843
6.50293,0.58629465,1.09674819
6.503418,0.56595852,1.09657161
6.503906,0.56913696,1.0926378
6.504395,0.5860494,1.09238274
6.504883,0.58671648,1.09208844
6.505371,0.56934297,1.09682667
6.505859,0.57875076,1.09569852
6.506348,0.59234742,1.09588491
6.506836,0.58285134,1.09998549
6.507324,0.57311001,1.10363481
6.507813,0.58809969,1.10438037
6.508301,0.58721679,1.10557719
6.508789,0.57034359,1.11297393
6.509277,0.57430683,1.1117673
6.509766,0.58082067,1.11116889
6.510254,0.5775147,1.11404322
6.510742,0.56720439,1.11771216
6.51123,0.57533688,1.11982131
6.511719,0.58397949,1.11811437
6.512207,0.57177585,1.11740805
6.512695,0.56337849,1.11374892
6.513184,0.57807387,1.11319956
6.513672,0.58558833,1.11594636
6.51416,0.5700591,1.11143376
6.514648,0.57102048,1.11120813
6.515137,0.59364234,1.10875563
6.515625,0.57641598,1.10603826
6.516113,0.56189718,1.10370348
6.516602,0.57959442,1.10375253
6.51709,0.58700097,1.10477277
6.517578,0.56855817,1.10179053
6.518066,0.56820501,1.10227122
6.518555,0.58528422,1.10154528
6.519043,0.57291381,1.09837665
6.519531,0.56130858,1.10417436
6.52002,0.57197205,1.10314431
6.520508,0.58464657,1.10115288
6.520996,0.5704515,1.10436075
6.521484,0.56646864,1.10387025
6.521973,0.58431303,1.10859867
6.522461,0.58930632,1.10377215
6.522949,0.56655693,1.10809836
6.523438,0.57451284,1.10420379
6.523926,0.58692249,1.11185559
6.524414,0.57962385,1.11071763
6.524902,0.56278008,1.11273849
6.525391,0.57236445,1.11923271
6.525879,0.59423094,1.11626028
6.526367,0.57160908,1.12602123
6.526855,0.56970594,1.12250925
6.527344,0.58431303,1.11982131
6.527832,0.58218426,1.12065516
6.52832,0.56365317,1.12115547
6.528809,0.57156003,1.11801627
6.529297,0.5844798,1.11973302
6.529785,0.57647484,1.11620142
6.530273,0.5623092,1.11721185
6.530762,0.58086972,1.11526947
6.53125,0.58496049,1.11091383
6.531738,0.56381994,1.10520441
6.532227,0.56592909,1.10547909
6.532715,0.5844798,1.10383101
6.533203,0.57745584,1.10131965
6.533691,0.55806147,1.10386044
6.53418,0.58008492,1.10258514
6.534668,0.58554909,1.10458638
6.535156,0.56773413,1.10183958
6.535645,0.56364336,1.10271267
6.536133,0.58021245,1.10114307
6.536621,0.58149756,1.10380158
6.537109,0.57361032,1.1022516
6.537598,0.57745584,1.10162376
6.538086,0.59138604,1.09649313
6.538574,0.58223331,1.10317374
6.539063,0.57278628,1.10643066
6.539551,0.58255704,1.10383101
6.540039,0.58857057,1.10689173
6.540527,0.57593529,1.10834361
6.541016,0.5710401,1.11355272
6.541504,0.58576491,1.11448467
6.541992,0.57723021,1.12035105
6.54248,0.57087333,1.11741786
6.542969,0.57286476,1.11626028
6.543457,0.58702059,1.11798684
6.543945,0.57612168,1.11617199
6.544434,0.56614491,1.11819285
6.544922,0.57599415,1.11826152
6.54541,0.58861962,1.11406284
6.545898,0.57061827,1.11296412
6.546387,0.56278989,1.10792178
6.546875,0.5862456,1.10680344
6.547363,0.58592187,1.10418417
6.547852,0.56310381,1.10386044
6.54834,0.57620016,1.10187882
6.548828,0.58837437,1.10095668
6.549316,0.56876418,1.09677762
6.549805,0.57210939,1.09378557
6.550293,0.58111497,1.09847475
6.550781,0.58242951,1.0921473
6.55127,0.5668218,1.0963656
6.551758,0.57483657,1.09638522
6.552246,0.58491144,1.09719945
6.552734,0.5747679,1.09812159
6.553223,0.56559555,1.10306583
6.553711,0.57856437,1.09848456
6.554199,0.58776615,1.10262438
6.554688,0.57608244,1.10403702
6.555176,0.57263913,1.10443923
6.555664,0.58543137,1.10897145
6.556152,0.59051295,1.1100015
6.556641,0.56971575,1.11437676
6.557129,0.57786786,1.11079611
6.557617,0.58661838,1.11694698
6.558105,0.57936879,1.11551472
6.558594,0.56718477,1.11606408
6.559082,0.5847741,1.11836943
6.55957,0.58612788,1.11628971
6.560059,0.56175003,1.11821247
6.560547,0.56781261,1.11709413
6.561035,0.58138965,1.11394512
6.561523,0.57402234,1.11917385
6.562012,0.56588985,1.11076668
6.5625,0.57784824,1.10907936
6.562988,0.58651047,1.10494935
6.563477,0.5742774,1.1032326
6.563965,0.57205053,1.10798064
6.564453,0.58756995,1.10173167
6.564941,0.58382253,1.10092725
6.56543,0.56650788,1.1001915
6.565918,0.57001986,1.09957347
6.566406,0.58926708,1.10147661
6.566895,0.57404196,1.10226141
6.567383,0.57021606,1.09902411
6.567871,0.58297887,1.09890639
6.568359,0.58230198,1.09917126
6.568848,0.57188376,1.10018169
6.569336,0.57406158,1.10249685
6.569824,0.58116402,1.10196711
6.570313,0.57302172,1.10451771
6.570801,0.57115782,1.10651895
6.571289,0.5790843,1.10377215
6.571777,0.58383234,1.10736261
6.572266,0.57563118,1.10959929
6.572754,0.57124611,1.10723508
6.573242,0.58121307,1.10809836
6.57373,0.58713831,1.10863791
6.574219,0.56264274,1.11364101
6.574707,0.5708439,1.11231666
6.575195,0.58367538,1.11550491
6.575684,0.57650427,1.11447486
6.576172,0.56818539,1.11141414
6.57666,0.5784957,1.115397
6.577148,0.58609845,1.11146319
6.577637,0.57089295,1.11414132
6.578125,0.56994138,1.11233628
6.578613,0.5799672,1.10684268
6.579102,0.57628845,1.10783349
6.57959,0.57036321,1.10689173
6.580078,0.58052637,1.10651895
6.580566,0.58314564,1.10493954
6.581055,0.57328659,1.10250666
6.581543,0.56993157,1.10343861
6.582031,0.57762261,1.10149623
6.58252,0.57775995,1.10186901
6.583008,0.56833254,1.10174148
6.583496,0.57167775,1.10576358
6.583984,0.57808368,1.10620503
6.584473,0.57550365,1.10562624
6.584961,0.56873475,1.10772558
6.585449,0.56875437,1.10998188
6.585938,0.57916278,1.10994264
6.586426,0.56853855,1.11527928
6.586914,0.56197566,1.11538719
6.587402,0.57846627,1.11407265
6.587891,0.58021245,1.11783969
6.588379,0.56908791,1.11854601
6.588867,0.57147174,1.1176533
6.589355,0.58358709,1.12081212
6.589844,0.57788748,1.12132224
6.590332,0.56851893,1.11969378
6.59082,0.57642579,1.12121433
6.591309,0.58120326,1.12184217
6.591797,0.56563479,1.12140072
6.592285,0.56963727,1.11860487
6.592773,0.58015359,1.11639762
6.593262,0.5749641,1.11347424
6.59375,0.56457531,1.11356253
6.594238,0.57197205,1.11413151
6.594727,0.57893715,1.10923632
6.595215,0.57011796,1.10581263
6.595703,0.57222711,1.10331108
6.596191,0.58122288,1.10312469
6.59668,0.58710888,1.09941651
6.597168,0.57414006,1.10276172
6.597656,0.57877038,1.10128041
6.598145,0.58471524,1.09885734
6.598633,0.57935898,1.09761147
6.599121,0.57017682,1.09850418
6.599609,0.57758337,1.09772919
6.600098,0.58351842,1.10062314
6.600586,0.57255084,1.1022516
6.601074,0.57318849,1.10375253
6.601563,0.58343994,1.10620503
6.602051,0.57759318,1.10737242
6.602539,0.56967651,1.11091383
6.603027,0.57140307,1.1122578
6.603516,0.57685743,1.1126502
6.604004,0.57278628,1.11434733
6.604492,0.56746926,1.11379797
6.60498,0.57856437,1.11010941
6.605469,0.5820273,1.11376854
6.605957,0.57426759,1.11013884
6.606445,0.56967651,1.11042333
6.606934,0.58424436,1.11195369
6.607422,0.57576852,1.1160837
6.60791,0.56820501,1.11142395
6.608398,0.57758337,1.11181635
6.608887,0.57959442,1.11035466
6.609375,0.57080466,1.10978568
6.609863,0.57091257,1.10796102
6.610352,0.57635712,1.10641104
6.61084,0.56823444,1.10683287
6.611328,0.56936259,1.10606769
6.611816,0.5754546,1.10353671
6.612305,0.57737736,1.10150604
6.612793,0.57520935,1.10319336
6.613281,0.5795748,1.0992105
6.61377,0.57890772,1.10116269
6.614258,0.58168395,1.09667952
6.614746,0.57621978,1.09762128
6.615234,0.57894696,1.09290267
6.615723,0.57998682,1.09906335
6.616211,0.58493106,1.09948518
6.616699,0.57710268,1.10123136
6.617188,0.57549384,1.1023497
6.617676,0.58441113,1.10020131
6.618164,0.57812292,1.10748033
6.618652,0.57390462,1.10570472
6.619141,0.57678876,1.10838285
6.619629,0.58019283,1.11173787
6.620117,0.57089295,1.11246381
6.620605,0.57326697,1.11350367
6.621094,0.57825045,1.11189483
6.621582,0.57679857,1.11528909
6.62207,0.57375747,1.11777102
6.622559,0.58510764,1.11337614
6.623047,0.57752451,1.11291507
6.623535,0.56560536,1.11152205
6.624023,0.56915658,1.11185559
6.624512,0.57784824,1.11086478
6.625,0.57095181,1.10685249
6.625488,0.56702781,1.10408607
6.625977,0.58060485,1.10213388
6.626465,0.57708306,1.09992663
6.626953,0.57480714,1.09885734
6.627441,0.57374766,1.10298735
6.62793,0.57539574,1.10324241
6.628418,0.57442455,1.09785672
6.628906,0.57218787,1.1013687
6.629395,0.57245274,1.10110383
6.629883,0.57833874,1.09486467
6.630371,0.57580776,1.10189844
6.630859,0.57852513,1.09963233
6.631348,0.57930012,1.09666971
6.631836,0.58276305,1.09802349
6.632324,0.57756375,1.1017611
6.632813,0.57451284,1.10507688
6.633301,0.58032036,1.10601864
6.633789,0.57581757,1.10954043
6.634277,0.57330621,1.11087459
6.634766,0.57414006,1.11493593
6.635254,0.5822235,1.11485745
6.635742,0.56963727,1.11508308
6.63623,0.56813634,1.11159072
6.636719,0.57668085,1.11707451
6.637207,0.58386177,1.11435714
6.637695,0.57278628,1.11497517
6.638184,0.57247236,1.11410208
6.638672,0.57863304,1.11700584
6.63916,0.58109535,1.11257172
6.639648,0.56984328,1.10952081
6.640137,0.57286476,1.1103939
6.640625,0.57846627,1.10854962
6.641113,0.56970594,1.11091383
6.641602,0.57498372,1.10853981
6.64209,0.57821121,1.10626389
6.642578,0.5782014,1.10268324
6.643066,0.57026511,1.10233989
6.643555,0.57626883,1.10246742
6.644043,0.57487581,1.10612655
6.644531,0.57237426,1.1024478
6.64502,0.57068694,1.10496897
6.645508,0.57693591,1.1010744
6.645996,0.58112478,1.10448828
6.646484,0.57411063,1.1039193
6.646973,0.57274704,1.10071143
6.647461,0.58138965,1.10277153
6.647949,0.58576491,1.10582244
6.648438,0.57428721,1.10822589
6.648926,0.57585681,1.10462562
6.649414,0.58317507,1.11041352
6.649902,0.57852513,1.11125718
6.650391,0.56945088,1.11179673
6.650879,0.57587643,1.1143179
6.651367,0.57463056,1.11330747
6.651855,0.57034359,1.11433752
6.652344,0.57281571,1.11411189
6.652832,0.5790843,1.11455334
6.65332,0.57136383,1.11776121
6.653809,0.57441474,1.11355272
6.654297,0.5784957,1.11317013
6.654785,0.57380652,1.11071763
6.655273,0.57473847,1.10873601
6.655762,0.57638655,1.11103155
6.65625,0.57998682,1.10458638
6.656738,0.57945708,1.10614617
6.657227,0.57435588,1.10898126
6.657715,0.57599415,1.10297754
6.658203,0.58024188,1.10304621
6.658691,0.57438531,1.10247723
6.65918,0.57258027,1.09851399
6.659668,0.577809,1.09935765
6.660156,0.57509163,1.09942632
6.660645,0.57019644,1.10759805
6.661133,0.58033998,1.09975986
6.661621,0.57259008,1.10307564
6.662109,0.57049074,1.10104497
6.662598,0.57844665,1.10360538
6.663086,0.57903525,1.10488068
6.663574,0.57883905,1.10076048
6.664063,0.57620016,1.10855943
6.664551,0.58145832,1.10898126
6.665039,0.58107573,1.10792178
6.665527,0.57459132,1.11198312
6.666016,0.57242331,1.1107863
6.666504,0.5806539,1.11432771
6.666992,0.57589605,1.11855582
6.66748,0.57372804,1.11530871
6.667969,0.57601377,1.12136148
6.668457,0.57528783,1.119321
6.668945,0.56998062,1.11947796
6.669434,0.56810691,1.12238172
6.669922,0.57178566,1.12214628
6.67041,0.57021606,1.11865392
6.670898,0.56778318,1.11823209
6.671387,0.57204072,1.11783969
6.671875,0.57789729,1.11604446
6.672363,0.57353184,1.11142395
6.672852,0.56831292,1.10943252
6.67334,0.57175623,1.10782368
6.673828,0.57387519,1.1035269
6.674316,0.56751831,1.10551833
6.674805,0.57063789,1.09912221
6.675293,0.57364956,1.09854342
6.675781,0.57834855,1.09963233
6.67627,0.57526821,1.09659123
6.676758,0.57563118,1.09534536
6.677246,0.57572928,1.09742508
6.677734,0.58139946,1.09652256
6.678223,0.57242331,1.09828836
6.678711,0.57630807,1.09320678
6.679199,0.57988872,1.0997991
6.679688,0.58201749,1.10032884
6.680176,0.58036941,1.10029941
6.680664,0.58064409,1.1083338
6.681152,0.58864905,1.10787273
6.681641,0.58018302,1.10966796
6.682129,0.57853494,1.10974644
6.682617,0.58177224,1.11432771
6.683105,0.57716154,1.11615237
6.683594,0.56909772,1.11612294
6.684082,0.58309659,1.11513213
6.68457,0.57890772,1.1205963
6.685059,0.57032397,1.11524004
6.685547,0.57110877,1.11565206
6.686035,0.5799672,1.11682926
6.686523,0.57678876,1.11519099
6.687012,0.5706477,1.11189483
6.6875,0.57458151,1.11025656
6.687988,0.57625902,1.10890278
6.688477,0.58148775,1.10562624
6.688965,0.57677895,1.10748033
6.689453,0.57939822,1.10088801
6.689941,0.57404196,1.09747413
6.69043,0.57739698,1.09747413
6.690918,0.57224673,1.09879848
6.691406,0.57632769,1.09618902
6.691895,0.57805425,1.0982295
6.692383,0.57254103,1.09723869
6.692871,0.57504258,1.10006397
6.693359,0.57990834,1.10105478
6.693848,0.57189357,1.09944594
6.694336,0.57145212,1.10319336
6.694824,0.58469562,1.1050965
6.695313,0.58762881,1.10589111
6.695801,0.57814254,1.10899107
6.696289,0.57846627,1.10344842
6.696777,0.5896791,1.10636199
6.697266,0.58033998,1.10749995
6.697754,0.57851532,1.10898126
6.698242,0.58343013,1.11006036
6.69873,0.59282811,1.11162996
6.699219,0.57910392,1.11511251
6.699707,0.57754413,1.11246381
6.700195,0.58586301,1.11691755
6.700684,0.58064409,1.11027618
6.701172,0.56744964,1.11448467
6.70166,0.5832045,1.11018789
6.702148,0.58277286,1.11178692
6.702637,0.57052017,1.11406284
6.703125,0.57497391,1.11018789
6.703613,0.58268457,1.11175749
6.704102,0.57566061,1.10896164
6.70459,0.56246616,1.10896164
6.705078,0.5761413,1.10288925
6.705566,0.58240989,1.10375253
6.706055,0.5811444,1.10186901
6.706543,0.57156003,1.10266362
6.707031,0.5823216,1.09383462
6.70752,0.57949632,1.09471752
6.708008,0.57314925,1.09467828
6.708496,0.57167775,1.09717002
6.708984,0.58347918,1.09718964
6.709473,0.58314564,1.09644408
6.709961,0.57236445,1.10336994
6.710449,0.57786786,1.10183958
6.710938,0.57895677,1.10969739
6.711426,0.57207015,1.10937366
6.711914,0.56816577,1.11296412
6.712402,0.58876677,1.11337614
6.712891,0.58203711,1.11417075
6.713379,0.57107934,1.11526947
6.713867,0.57699477,1.11890898
6.714355,0.58945347,1.11872259
6.714844,0.57669066,1.12121433
6.715332,0.57432645,1.11959568
6.71582,0.58640256,1.11945834
6.716309,0.58564719,1.12163616
6.716797,0.57287457,1.12411809
6.717285,0.57861342,1.11908556
6.717773,0.58317507,1.11685869
6.718262,0.57430683,1.11404322
6.71875,0.57420873,1.11449448
6.719238,0.57812292,1.11390588
6.719727,0.57758337,1.1120616
6.720215,0.57096162,1.10888316
6.720703,0.57952575,1.10685249
