Time (s),X Accel (m/s^2),Y Accel (m/s^2)
12.660229999999999,1.96218639,0.7254495
12.660719,1.97022078,0.80862849
12.661207,2.00234853,1.01976912
12.661694999999998,1.81110258,0.68561109
12.662184,2.14884126,1.08346545
12.662671999999999,1.83328299,0.81885051
12.66316,1.97289891,0.75640986
12.663647999999998,2.10753135,0.9956169
12.664137,1.88530542,0.64067148
12.664625,2.03332851,0.96636348
12.665112999999998,2.13047694,0.85527504
12.665602,1.89792108,0.80802027
12.666089999999999,2.15917119,1.16284797
12.666578,2.01534678,0.71090127
12.667065999999998,2.02414635,1.03587714
12.667555,2.0792295,0.82234287
12.668042999999999,2.03944995,0.71264745
12.668530999999998,2.0222334,1.03048164
12.66902,1.96792524,0.5987043
12.669508,2.0639259,0.99322326
12.669996,1.90748583,0.92056059
12.670483999999998,1.96448193,0.75329028
12.670973,2.07616878,1.16743905
12.671460999999999,1.83481335,0.69594102
12.671948999999998,2.05703928,0.97818453
12.672438,2.03791959,0.86339772
12.672926,1.84246515,0.64565496
12.673414,2.16529263,1.08376956
12.673901999999998,1.92585015,0.67269132
12.674391,1.99125342,0.98695467
12.674878999999999,2.08382058,1.05288768
12.675366999999998,1.92852828,0.71045001
12.675854999999999,2.02912002,1.16751753
12.676344,2.00426148,0.62905644
12.676832,1.95338682,0.87980985
12.677319999999998,2.01191328,0.89560395
12.677809,1.90212957,0.5448474
12.678296999999999,2.06507367,1.09151946
12.678785,1.85776875,0.69863877
12.679272999999998,2.04633657,0.94851909
12.679762,1.9732815,1.05030765
12.68025,1.89830367,0.65605356
12.680737999999998,2.09605365,1.13637078
12.681227,1.94688279,0.656289
12.681714999999999,1.93578768,0.80377254
12.682203,2.13277248,0.97996995
12.682690999999998,1.87765362,0.57853494
12.68318,2.10714876,1.16178849
12.683667999999999,2.00961774,0.79537518
12.684155999999998,1.98360162,0.88755975
12.684645,2.09681883,1.10690154
12.685133,1.98015831,0.58738356
12.685621,2.05321338,1.07055549
12.686108999999998,2.01534678,0.69312555
12.686598,1.96103862,0.72749979
12.687085999999999,2.0792295,1.04669757
12.687573999999998,1.89792108,0.6024321
12.688063,2.07846432,1.14359094
12.688551,1.97518464,0.86252463
12.689039,1.97901054,0.8207046
12.689526999999998,2.10140991,1.12094946
12.690016,1.91552022,0.59357367
12.690503999999999,2.06622144,1.02869622
12.690991999999998,2.03715441,0.77478399
12.691479999999999,1.931589,0.7212312
12.691969,2.11824387,1.15927713
12.692457,1.93388454,0.66225348
12.692944999999998,2.04174549,1.08620244
12.693434,2.02950261,0.9062478
12.693921999999999,1.93350195,0.72749979
12.69441,2.05589151,1.07032005
12.694897999999998,1.9086336,0.55180269
12.695387,1.97136855,0.93078261
12.695875,1.97824536,0.844641
12.696362999999998,1.87880139,0.70467192
12.696852,2.02720707,1.13086737
12.697339999999999,1.88798355,0.69141861
12.697828,1.99775745,1.0067022
12.698315999999998,2.00617443,0.90411903
12.698805,1.931589,0.67626216
12.699292999999999,2.09720142,1.04602068
12.699780999999998,1.94764797,0.59851791
12.70027,2.04327585,0.93529521
12.700758,2.05016247,0.94422231
12.701246,1.93808322,0.71929863
12.701733999999998,2.10370545,1.13998086
12.702223,1.95185646,0.72571437
12.702710999999999,1.99890522,0.94947066
12.703198999999998,2.02414635,0.90396207
12.703688,1.91590281,0.62589762
12.704176,2.04863211,1.04669757
12.704664,1.93311936,0.65935953
12.705151999999998,2.00005299,0.94635108
12.705641,2.02032045,0.99925641
12.706128999999999,1.93770063,0.7383987
12.706616999999998,2.0715777,1.1299158
12.707104999999999,1.93999617,0.72951084
12.707594,2.0337111,0.91444896
12.708082,2.04710175,0.92819277
12.708569999999998,1.93999617,0.62928207
12.709059,2.10447063,1.06367868
12.709546999999999,1.98704493,0.74186163
12.710035,2.04404103,0.94236822
12.710522999999998,2.09222775,1.02835287
12.711012,1.95223905,0.69563691
12.7115,2.07846432,1.0833183
12.711987999999998,1.94535243,0.71702271
12.712477,1.96754265,0.81493632
12.712964999999999,2.00808738,0.91414485
12.713453,1.88415765,0.63577629
12.713940999999998,2.02070304,1.07628453
12.71443,1.92508497,0.79582644
12.714917999999999,1.95644754,0.90457029
12.715405999999998,2.03065038,1.05710598
12.715895,1.93005864,0.7155414
12.716383,2.05856964,1.04389191
12.716871,1.97518464,0.72465489
12.717358999999998,1.99737486,0.7635123
12.717848,2.06430849,0.95326713
12.718335999999999,1.954152,0.6560928
12.718823999999998,2.09452329,1.07116371
12.719313,1.99278378,0.84365019
12.719801,2.00273112,0.85124313
12.720289,2.07119511,1.07328267
12.720776999999998,1.931589,0.70486812
12.721266,2.0490147,0.95300226
12.721753999999999,1.96639488,0.72396819
12.722241999999998,1.93655286,0.76001013
12.722729999999999,2.04174549,1.02569436
12.723219,1.91743317,0.72989343
12.723707,2.02452894,1.07662788
12.724194999999998,1.99890522,0.95558229
12.724684,1.96716006,0.89519193
12.725171999999999,2.08726389,1.07240958
12.72566,1.9694556,0.68348232
12.726147999999998,2.05550892,0.91570464
12.726637,2.04251067,0.77961051
12.727125,2.00196594,0.74444166
12.727612999999998,2.08649871,1.04396058
12.728102,1.97213373,0.81022752
12.728589999999999,2.0413629,1.12866012
12.729078,2.0073222,1.07944335
12.729565999999998,1.94841315,1.03663251
12.730055,2.04365844,1.25100063
12.730542999999999,1.92852828,0.92629944
12.731030999999998,1.99010565,1.10712717
12.73152,1.99507932,1.02698928
12.732008,1.92470238,0.87904467
12.732496,2.03638923,1.12281336
12.732983999999998,1.95606495,0.86621319
12.733473,1.98934047,1.05588954
12.733960999999999,2.02912002,1.05079815
12.734448999999998,1.96142121,0.95345352
12.734938,2.04633657,1.17910314
12.735426,1.97136855,0.88482276
12.735914,1.99737486,1.02934368
12.736401999999998,2.01687714,1.04403906
12.736891,1.94458725,0.84634794
12.737378999999999,2.01191328,1.06386507
12.737866999999998,1.95491718,0.84478815
12.738354999999999,1.96677747,1.01175435
12.738844,2.01191328,1.0365246
12.739332,1.94305689,0.85614813
12.739819999999998,2.02108563,1.11024675
12.740309,1.97786277,0.91558692
12.740796999999999,1.99316637,0.98577747
12.741285,2.03983254,1.04267547
12.741772999999998,1.98589716,0.84828051
12.742262,2.06928216,1.04651118
12.74275,2.02644189,0.88098705
12.743237999999998,2.0298852,0.95619051
12.743727,2.08611612,1.03951665
12.744214999999999,2.0111481,0.83996163
12.744703,2.07387324,1.08634959
12.745190999999998,2.02644189,0.93078261
12.74568,2.00196594,0.95205069
12.746167999999999,2.02644189,1.038879
12.746655999999998,1.97633241,0.85679559
12.747145,2.02912002,1.06098093
12.747633,1.99890522,0.89906688
12.748121,2.00808738,0.94718493
12.748608999999998,2.03485887,1.03784895
12.749098,1.97518464,0.82481499
12.749585999999999,2.04748434,1.04308749
12.750073999999998,1.99048824,0.90643419
12.750563,1.99928781,0.93206772
12.751051,2.04977988,1.01578626
12.751539,1.97748018,0.84019707
12.752026999999998,2.0639259,1.06386507
12.752516,2.0145816,0.91741158
12.753003999999999,2.0034963,0.91839258
12.753491999999998,2.06201295,1.04746275
12.753979999999999,1.95683013,0.83096586
12.754469,2.00273112,1.02185865
12.754957,1.97251632,0.89766405
12.755444999999998,1.93273677,0.84152142
12.755934,1.99354896,0.99637227
12.756421999999999,1.9201113,0.75803832
12.75691,1.97901054,0.99671562
12.757397999999998,1.96830783,0.93738474
12.757887,1.94420466,0.88083009
12.758375,2.03103297,1.14256089
12.758862999999998,1.96907301,0.92378808
12.759352,2.04289326,1.16296569
12.759839999999999,2.04021513,1.1087262
12.760328,1.98704493,0.98448255
12.760815999999998,2.09758401,1.20120507
12.761305,2.00961774,0.92417067
12.761792999999999,2.06277813,1.05444747
12.762280999999998,2.08458576,0.99596025
12.76277,2.00464407,0.79875963
12.763258,2.10026214,1.00290573
12.763746,2.01534678,0.75123999
12.764233999999998,2.02644189,0.85436271
12.764723,2.06507367,0.92614248
12.765210999999999,1.96524711,0.73088424
12.765698999999998,2.05206561,1.01764035
12.766188,2.01802491,0.87688647
12.766676,1.99546191,0.95091273
12.767164,2.08496835,1.08210186
12.767651999999998,1.9843668,0.85618737
12.768141,2.05742187,1.09915164
12.768628999999999,2.06660403,0.98330535
12.769116999999998,1.98742752,0.88106553
12.769604999999999,2.09452329,1.04578524
12.770094,1.99660968,0.74318598
12.770582,2.03830218,0.92352321
12.771069999999998,2.05321338,0.83111301
12.771559,1.95759531,0.69186987
12.772046999999999,2.05474374,0.93275442
12.772535,1.96448193,0.71978913
12.773022999999998,1.98666234,0.90753291
12.773512,2.037537,0.97677189
12.774,1.91743317,0.82366722
12.774487999999998,2.02758966,1.10625408
12.774977,1.9618038,0.9410733
12.775464999999999,1.93617027,0.97400547
12.775953,2.05436115,1.04073309
12.776440999999998,1.93350195,0.76323762
12.77693,2.02338117,0.94953933
12.777417999999999,2.03562405,0.80513613
12.777905999999998,1.96409934,0.68610159
12.778395,2.09643624,0.88732431
12.778883,1.98360162,0.69491097
12.779371,2.01802491,0.92489661
12.779858999999998,2.07693396,0.96830586
12.780348,1.93388454,0.85561839
12.780835999999999,2.07502101,1.16998965
12.781323999999998,1.98321903,0.91714671
12.781813,1.976715,1.00635885
12.782301,2.07961209,1.05376077
12.782789,1.92317202,0.73878129
12.783276999999998,2.06201295,0.98965242
12.783766,2.02185081,0.77885514
12.784253999999999,1.96677747,0.78064056
12.784741999999998,2.10906171,1.02520386
12.785229999999999,1.97136855,0.77623587
12.785719,2.07999468,1.1176533
12.786207,2.09299293,1.05558543
12.786694999999998,1.97748018,0.90970092
12.787184,2.1396591,1.18039806
12.787671999999999,2.00387889,0.82534473
12.78816,2.02644189,0.94574286
12.788647999999998,2.09528847,0.91577331
12.789137,1.91398986,0.650403
12.789625,2.06469108,1.00757529
12.790112999999998,1.98130608,0.8018694
12.790602,1.92967605,0.90304974
12.791089999999999,2.08267281,1.13998086
12.791578,1.9086336,0.81645687
12.792065999999998,2.03141556,1.13435973
12.792555,2.04480621,0.96609861
12.793042999999999,1.93350195,0.80574435
12.793530999999998,2.12398272,1.03575942
12.79402,1.98895788,0.65351277
12.794508,2.01649455,0.89105211
12.794996,2.11633092,0.95269815
12.795483999999998,1.95223905,0.74896407
12.795973,2.10332286,1.10298735
12.796460999999999,2.03830218,0.88975719
12.796948999999998,1.94611761,0.93309777
12.797438,2.08764648,1.09941651
12.797926,1.9354149,0.75196593
12.798414,1.99278378,0.9582408
12.798901999999998,2.05933482,0.89188596
12.799391,1.89830367,0.75294693
12.799878999999999,2.05703928,1.04548113
12.800366999999998,1.98972306,0.7931385
12.800854999999999,1.96677747,0.91542996
12.801344,2.09528847,1.04286186
12.801832,1.94956092,0.79541442
12.802319999999998,2.0639259,1.03944798
12.802809,2.08573353,0.90988731
12.803296999999999,1.98589716,0.82830735
12.803785,2.1320073,1.03827078
12.804272999999998,2.02338117,0.80407665
12.804762,2.03791959,0.89659476
12.80525,2.1094443,0.94377105
12.805737999999998,1.94764797,0.77433273
12.806227,2.03715441,0.97780194
12.806714999999999,2.0073222,0.90077382
12.807203,1.90251216,0.86359392
12.807690999999998,2.0490147,1.02413457
12.80818,1.91781576,0.8481726
12.808667999999999,1.94764797,0.91904004
12.809155999999998,2.0413629,0.97377003
12.809645,1.9124595,0.78770376
12.810133,2.03447628,0.93230316
12.810621,2.02338117,0.90460953
12.811108999999998,1.95070869,0.85868892
12.811598,2.0677518,0.98653284
12.812085999999999,1.99660968,0.86431005
12.812573999999998,2.00808738,0.91573407
12.813063,2.08420317,0.95907465
12.813551,1.9843668,0.81569169
12.814039,2.04480621,0.9036972
12.814526999999998,2.04021513,0.89537832
12.815016,1.95568236,0.80483202
12.815503999999999,2.037537,0.94559571
12.815991999999998,1.97441946,0.85158648
12.816479999999999,1.95874308,0.85124313
12.816969,2.01649455,0.9681489
12.817457,1.96486452,0.86803785
12.817944999999998,2.00923515,0.93902301
12.818434,2.03256333,0.93526578
12.818921999999999,1.99278378,0.84588687
12.81941,2.05550892,0.92462193
12.819897999999998,2.05589151,0.87399252
12.820387,2.04863211,0.83472309
12.820875,2.07042993,0.92021724
12.821362999999998,2.03944995,0.8670078
12.821852,2.03983254,0.88945308
12.822339999999999,2.04480621,0.95896674
12.822828,2.00770479,0.84949695
12.823315999999998,2.0034963,0.90684621
12.823805,2.00158335,0.92098242
12.824292999999999,1.97136855,0.82731654
12.824780999999998,1.98513198,0.90745443
12.82527,1.98474939,0.88413606
12.825758,1.97098596,0.84722103
12.826246,2.00387889,0.93677652
12.826733999999998,1.99852263,0.86719419
12.827223,2.00808738,0.89328879
12.827710999999999,2.05283079,0.96613785
12.828198999999998,2.02185081,0.85189059
12.828688,2.03485887,0.92682918
12.829176,2.04633657,0.91885365
12.829664,2.00961774,0.81891918
12.830151999999998,2.04365844,0.91486098
12.830641,2.02108563,0.86302494
12.831128999999999,1.98130608,0.82837602
12.831616999999998,2.01611196,0.92637792
12.832104999999999,1.9694556,0.85785507
12.832594,1.95759531,0.86879322
12.833082,1.99814004,0.92455326
12.833569999999998,1.95262164,0.83046555
12.834059,1.976715,0.89993997
12.834546999999999,2.0145816,0.91232019
12.835035,1.97366409,0.83958885
12.835522999999998,2.03256333,0.92637792
12.836012,2.02912002,0.87285456
12.8365,2.00120076,0.84779001
12.836987999999998,2.06736921,0.94441851
12.837477,2.03256333,0.86905809
12.837964999999999,2.03944995,0.86374107
12.838453,2.07808173,0.9234153
12.838940999999998,2.03944995,0.85785507
12.83943,2.05589151,0.87574851
12.839917999999999,2.05550892,0.88341993
12.840405999999998,2.01000033,0.85952277
12.840895,2.02644189,0.9032067
12.841383,2.00808738,0.87958422
12.841871,1.99010565,0.84148218
12.842358999999998,2.00043558,0.89906688
12.842848,1.99316637,0.89902764
12.843335999999999,1.99278378,0.87616053
12.843823999999998,2.01496419,0.90404055
12.844313,2.00502666,0.88315506
12.844801,2.00655702,0.88433226
12.845289,2.01917268,0.91779417
12.845776999999998,2.01725973,0.88705944
12.846266,2.00234853,0.85755096
12.846753999999999,2.02873743,0.88174242
12.847241999999998,2.01000033,0.85067415
12.847729999999999,1.99278378,0.83628288
12.848219,2.01572937,0.87605262
12.848707,1.98627975,0.84349323
12.849194999999998,1.96639488,0.83772495
12.849684,2.0073222,0.868185
12.850171999999999,1.97748018,0.86017023
12.85066,1.97441946,0.87764184
12.851147999999998,2.00808738,0.91217304
12.851637,1.97748018,0.86335848
12.852125,1.9958445,0.87153021
12.852612999999998,2.02835484,0.87145173
12.853102,1.9996704,0.85109598
12.853589999999999,2.01879009,0.89750709
12.854078,2.06277813,0.89890992
12.854565999999998,2.03218074,0.83480157
12.855055,2.04365844,0.85747248
12.855542999999999,2.09222775,0.89059104
12.856030999999998,2.0490147,0.87863265
12.85652,2.06239554,0.89173881
12.857008,2.06545626,0.8521947
12.857496,2.00846997,0.82017486
12.857983999999998,2.02644189,0.87494409
12.858473,2.02912002,0.9126243
12.858960999999999,1.97098596,0.89166033
12.859448999999998,2.0145816,0.85580478
12.859938,1.99814004,0.86970555
12.860426,1.98168867,0.91304613
12.860914,2.02146822,0.95014755
12.861401999999998,2.00885256,0.91197684
12.861891,2.00234853,0.83176047
12.862378999999999,2.02376376,0.85192983
12.862866999999998,2.03218074,0.88139907
12.863354999999999,2.02491153,0.90122508
12.863844,2.04480621,0.90388359
12.864332,2.0413629,0.81846792
12.864819999999998,2.01076551,0.79328565
12.865309,2.03715441,0.90931833
12.865796999999999,2.01496419,0.9321462
12.866285,1.97403687,0.86552649
12.866772999999998,1.98283644,0.80346843
12.867262,1.96218639,0.80771616
12.86775,1.93120641,0.90814113
12.868237999999998,1.96907301,0.93506958
12.868727,1.95644754,0.85755096
12.869214999999999,1.94152653,0.77611815
12.869703,1.99699227,0.83133864
12.870190999999998,1.98207126,0.92071755
12.87068,1.9920186,0.92940921
12.871167999999999,2.04404103,0.82910196
12.871655999999998,2.00808738,0.77019291
12.872145,2.01879009,0.84410145
12.872633,2.06316072,0.95361048
12.873121,2.03638923,0.90988731
12.873608999999998,2.01802491,0.78052284
12.874098,2.02835484,0.77839407
12.874585999999999,2.00273112,0.89348499
12.875073999999998,1.99699227,0.93054717
12.875563,2.01038292,0.86272083
12.876051,1.99125342,0.76931982
12.876539,1.99890522,0.7954929
12.877026999999998,2.01993786,0.96036957
12.877516,2.01993786,0.94927446
12.878003999999999,2.00311371,0.83354589
12.878491999999998,2.04365844,0.79947576
12.878979999999999,2.03524146,0.88102629
12.879469,2.03600664,0.96185088
12.879957,2.05550892,0.88983567
12.880444999999998,2.03447628,0.80882469
12.880934,2.04480621,0.8018694
12.881421999999999,2.05436115,0.90032256
12.88191,2.04480621,0.93184209
12.882397999999998,2.02720707,0.82735578
12.882887,2.02299858,0.79560081
12.883375,1.99469673,0.87942726
12.883862999999998,1.9996704,0.90107793
12.884352,1.96754265,0.88216425
12.884839999999999,1.98015831,0.83810754
12.885328,1.9732815,0.83730312
12.885815999999998,1.95606495,0.88740279
12.886305,1.9881927,0.91061325
12.886792999999999,1.99010565,0.85769811
12.887280999999998,1.98857529,0.82199952
12.88777,2.02491153,0.86757678
12.888258,2.01343383,0.88922745
12.888746,2.0222334,0.86544801
12.889233999999998,2.03983254,0.83350665
12.889723,2.03868477,0.85089978
12.890210999999999,2.04557139,0.82769913
12.890698999999998,2.03944995,0.8674983
12.891188,2.02682448,0.86331924
12.891676,2.01955527,0.84148218
12.892164,2.01038292,0.83255508
12.892651999999998,2.00579184,0.85561839
12.893141,1.9996704,0.89773272
12.893628999999999,1.98972306,0.88543098
12.894116999999998,2.00081817,0.85010517
12.894604999999999,1.99507932,0.84570048
12.895094,1.99890522,0.8926119
12.895582,2.01153069,0.90631647
12.896069999999998,2.02491153,0.85284216
12.896559,2.03179815,0.81014904
12.897046999999999,2.04480621,0.87536592
12.897535,2.06048259,0.92056059
12.898022999999998,2.05589151,0.85542219
12.898512,2.04289326,0.80988417
12.899,2.05550892,0.86739039
12.899487999999998,2.03524146,0.89352423
12.899977,2.00158335,0.85755096
12.900464999999999,2.01266865,0.81007056
12.900953,1.98513198,0.86643882
12.901440999999998,1.98168867,0.86666445
12.90193,1.99660968,0.85728609
12.902417999999999,1.976715,0.83480157
12.902905999999998,1.98589716,0.85921866
12.903395,1.99278378,0.86834196
12.903883,1.99316637,0.85686426
12.904371,2.00273112,0.8286507
12.904858999999998,2.01038292,0.8618085
12.905348,2.01000033,0.87008814
12.905835999999999,2.03409369,0.84440556
12.906323999999998,2.01611196,0.82830735
12.906813,2.02299858,0.85785507
12.907301,2.04786693,0.8434638
12.907789,2.0413629,0.82154826
12.908276999999998,2.03026779,0.79852419
12.908766,2.03065038,0.8422866
12.909253999999999,2.01917268,0.8357139
12.909741999999998,1.99125342,0.82009638
12.910229999999999,2.00693961,0.8422866
12.910719,2.00579184,0.85960125
12.911207,1.99354896,0.86093541
12.911694999999998,2.00923515,0.85838481
12.912184,2.00961774,0.86719419
12.912671999999999,2.0222334,0.86522238
12.91316,2.04174549,0.84539637
12.913647999999998,2.04327585,0.8616123
12.914137,2.05589151,0.8722071
12.914625,2.07234288,0.84927132
12.915112999999998,2.06239554,0.84099168
12.915602,2.07961209,0.83695977
12.916089999999999,2.08075986,0.87498333
12.916578,2.05703928,0.83202534
12.917065999999998,2.04671916,0.81212085
12.917555,2.03830218,0.83989296
12.918042999999999,2.01649455,0.88204653
12.918530999999998,2.00502666,0.86073921
12.91902,1.99393155,0.84736818
12.919508,2.00120076,0.88854075
12.919996,1.99048824,0.89914536
12.920483999999998,1.9881927,0.88106553
12.920973,2.00579184,0.88254684
12.921460999999999,1.99737486,0.87376689
12.921948999999998,2.01266865,0.85921866
12.922438,2.02414635,0.8510175
12.922926,2.02185081,0.86571288
12.923414,2.01496419,0.86392746
12.923901999999998,2.01725973,0.83058327
12.924391,2.02070304,0.8653401
12.924878999999999,2.02032045,0.89412264
12.925366999999998,1.99546191,0.85762944
12.925854999999999,1.97786277,0.84083472
12.926344,1.98360162,0.8641629
12.926832,1.96869042,0.87042168
12.927319999999998,1.96830783,0.82898424
12.927809,1.97098596,0.83445822
12.928296999999999,1.99048824,0.87715134
12.928785,1.98207126,0.86355468
12.929272999999998,1.98474939,0.84212964
12.929762,2.01687714,0.85120389
12.93025,2.02950261,0.87563079
12.930737999999998,2.04480621,0.8479764
12.931227,2.03562405,0.82557036
12.931714999999999,2.05742187,0.84318912
12.932203,2.08382058,0.84281634
12.932690999999998,2.05856964,0.81349425
12.93318,2.06048259,0.84255147
12.933667999999999,2.07808173,0.86810652
12.934155999999998,2.04404103,0.86392746
12.934645,2.02529412,0.85481397
12.935133,2.02835484,0.88569585
12.935621,2.01725973,0.90361872
12.936108999999998,2.01534678,0.86704704
12.936598,1.98972306,0.85242033
12.937085999999999,2.00234853,0.86686065
12.937573999999998,2.0145816,0.88322373
12.938063,2.00961774,0.86830272
12.938551,1.99393155,0.82507986
12.939039,2.01076551,0.86662521
12.939526999999998,2.03103297,0.90335385
12.940016,1.99316637,0.85652091
12.940503999999999,2.00120076,0.82329444
12.940991999999998,2.00617443,0.86689008
12.941479999999999,2.00655702,0.88550946
12.941969,1.99660968,0.81838944
12.942457,1.98321903,0.78808635
12.942944999999998,1.9843668,0.85797279
12.943434,1.97939313,0.84338532
12.943921999999999,1.95836049,0.77934564
12.94441,1.94994351,0.80247762
12.944897999999998,1.97175114,0.84870234
12.945387,1.976715,0.83612592
12.945875,1.97518464,0.80696079
12.946362999999998,1.96792524,0.81987075
12.946852,1.98704493,0.84904569
12.947339999999999,2.02682448,0.84931056
12.947828,2.01343383,0.82169541
12.948315999999998,2.00196594,0.80794179
12.948805,2.05895223,0.8355177
12.949292999999999,2.06813439,0.85921866
12.949780999999998,2.05168302,0.80619561
12.95027,2.06163036,0.78849837
12.950758,2.05397856,0.8415999
12.951246,2.06163036,0.83863728
12.951733999999998,2.0337111,0.80198712
12.952223,2.00846997,0.81227781
12.952710999999999,2.00464407,0.85359753
12.953198999999998,2.01419901,0.86066073
12.953688,2.0111481,0.83886291
12.954176,1.98589716,0.84053061
12.954664,1.99660968,0.8458182
12.955151999999998,2.02873743,0.87160869
12.955641,2.02414635,0.850527
12.956128999999999,2.00885256,0.8136414
12.956616999999998,2.02146822,0.82921968
12.957104999999999,2.04059772,0.87346278
12.957594,2.04327585,0.84056985
12.958082,2.03218074,0.80316432
12.958569999999998,2.02682448,0.81930177
12.959059,2.02452894,0.85732533
12.959546999999999,2.0260593,0.83222154
12.960035,1.99431414,0.81729072
12.960522999999998,1.95874308,0.82013562
12.961012,1.94573502,0.83989296
12.9615,1.9843668,0.85659939
12.961987999999998,1.94152653,0.85318551
12.962477,1.95109128,0.84524922
12.962964999999999,1.96103862,0.84821184
12.963453,1.97824536,0.88699077
12.963940999999998,2.01496419,0.8670078
12.96443,2.01802491,0.83362437
12.964917999999999,1.99316637,0.82538397
12.965405999999998,2.02185081,0.85375449
12.965895,2.06239554,0.86765526
12.966383,2.04098031,0.84107016
12.966871,2.04671916,0.81690813
12.967358999999998,2.02720707,0.84334608
12.967848,2.05818705,0.88056522
12.968335999999999,2.05283079,0.84239451
12.968823999999998,2.04021513,0.8119737
12.969313,2.00846997,0.79324641
12.969801,2.00885256,0.85363677
12.970289,2.05054506,0.86420214
12.970776999999998,2.01802491,0.81159111
12.971266,2.02338117,0.80308584
12.971753999999999,1.9881927,0.83145636
12.972241999999998,2.03409369,0.88801101
12.972729999999999,2.03830218,0.83107377
12.973219,2.04021513,0.81402399
12.973707,2.01343383,0.82169541
12.974194999999998,2.01955527,0.8451315
12.974684,2.05130043,0.88026111
12.975171999999999,2.04977988,0.8237457
12.97566,2.0490147,0.82451088
12.976147999999998,1.99507932,0.81990999
12.976637,2.01917268,0.88254684
12.977125,2.02299858,0.86879322
12.977612999999998,2.00464407,0.81820305
12.978102,1.97748018,0.81219933
12.978589999999999,1.91819835,0.81201294
12.979078,1.97824536,0.89279829
12.979565999999998,1.97901054,0.83829393
12.980055,1.97939313,0.8023599
12.980542999999999,1.95147387,0.80270325
12.981030999999998,1.93005864,0.83320254
12.98152,1.98934047,0.8961435
12.982008,2.01687714,0.81778122
12.982496,2.01419901,0.78569271
12.982983999999998,1.97594982,0.79442361
12.983473,1.9958445,0.83908854
12.983960999999999,2.03868477,0.8575902
12.984448999999998,2.05856964,0.76913343
12.984938,2.07081252,0.76981032
12.985426,1.99890522,0.78561423
12.985914,1.98742752,0.81877203
12.986401999999998,2.04748434,0.84410145
12.986891,2.04174549,0.77660865
12.987378999999999,2.02950261,0.79579701
12.987866999999998,1.99507932,0.83168199
12.988354999999999,1.96371675,0.85443138
12.988844,2.03141556,0.87342354
12.989332,2.05321338,0.80551872
12.989819999999998,2.03868477,0.83597877
12.990309,2.01191328,0.84878082
12.990796999999999,2.00196594,0.856413
12.991285,2.03524146,0.86814576
12.991772999999998,2.07004734,0.81022752
12.992262,2.06928216,0.84030498
12.99275,2.01343383,0.85436271
12.993237999999998,1.9996704,0.85083111
12.993727,2.01955527,0.8604351
12.994214999999999,2.02682448,0.81447525
12.994703,2.05016247,0.82382418
12.995190999999998,1.97403687,0.85056624
12.99568,1.91437245,0.82656117
12.996167999999999,1.95644754,0.86081769
12.996655999999998,1.97136855,0.84949695
12.997145,1.9958445,0.83703825
12.997633,1.99622709,0.87422796
12.998121,1.91475504,0.85762944
12.998608999999998,1.94611761,0.86366259
12.999098,2.00655702,0.86795937
12.999585999999999,2.0184075,0.81846792
13.000073999999998,2.04212808,0.86256387
13.000563,2.00923515,0.84638718
13.001051,1.95147387,0.83521359
13.001539,2.00387889,0.84410145
13.002026999999998,2.0524482,0.83027916
13.002516,2.03638923,0.84342456
13.003003999999999,2.02338117,0.83844108
13.003491999999998,1.96218639,0.84026574
13.003979999999999,1.9239372,0.844641
13.004469,2.00464407,0.84137427
13.004957,2.0222334,0.85231242
13.005444999999998,2.0111481,0.83332026
13.005934,2.00808738,0.83252565
13.006421999999999,1.94841315,0.8254134
13.00691,1.98283644,0.81956664
13.007397999999998,2.06163036,0.82750293
13.007887,2.0601,0.81554454
13.008375,2.07004734,0.83695977
13.008862999999998,2.02797225,0.84030498
13.009352,2.00426148,0.84292425
13.009839999999999,2.04786693,0.84634794
13.010328,2.07272547,0.8213913
13.010815999999998,2.05321338,0.84068757
13.011305,2.03868477,0.81915462
13.011792999999999,1.98742752,0.82928835
13.012280999999998,1.9618038,0.82017486
13.01277,1.98666234,0.81307242
13.013258,1.98704493,0.8533719
13.013746,2.00120076,0.86617395
13.014233999999998,1.97901054,0.85245957
13.014723,1.96524711,0.85083111
13.015210999999999,1.96754265,0.85815918
13.015698999999998,1.98589716,0.85261653
13.016188,1.9920186,0.84121731
13.016676,1.99622709,0.83293767
13.017164,1.9881927,0.82557036
13.017651999999998,2.00885256,0.84281634
13.018141,1.99240119,0.84494511
13.018628999999999,1.97901054,0.84349323
13.019116999999998,1.98283644,0.83947113
13.019604999999999,1.94688279,0.83279052
13.020094,1.96295157,0.84801564
13.020582,1.98283644,0.83066175
13.021069999999998,1.94573502,0.82177389
13.021559,1.94152653,0.83088738
13.022046999999999,1.95529977,0.81333729
13.022535,1.91819835,0.82705167
13.023022999999998,1.97213373,0.82861146
13.023512,2.00234853,0.82078308
13.024,1.97939313,0.84482739
13.024487999999998,1.99814004,0.82898424
13.024977,2.02491153,0.84243375
13.025464999999999,1.97518464,0.85724685
13.025953,2.04710175,0.82837602
13.026440999999998,2.03715441,0.83932398
13.02693,2.03868477,0.85679559
13.027417999999999,2.05321338,0.82427544
13.027905999999998,2.06736921,0.83841165
13.028395,1.99737486,0.83460537
13.028883,2.06354331,0.8124642
13.029371,1.98742752,0.82910196
13.029858999999998,1.98627975,0.80992341
13.030348,1.98781011,0.81603504
13.030835999999999,2.02644189,0.84821184
