Time (s),CI
0.3,0.6223709726290824
0.4,0.6947409543047652
0.5,0.7302568808877159
0.6000000000000001,0.8195545456921276
0.7,0.8352236873580355
0.8,1.153813685942724
0.9000000000000001,0.8295927226069046
1.0,0.8259033363486967
1.1,0.6884434542642156
1.2,0.26625790416422074
1.3,0.32104514818532
1.4000000000000001,0.12850196316339108
1.5000000000000002,0.3848678653261093
1.6,0.41072037100607506
1.7000000000000002,0.3345267877653749
1.8,0.2223704714178059
1.9000000000000001,0.3370550652075786
2.0,0.25160867184344077
2.1,0.29202053327946537
2.2,0.204170914005623
2.3,0.3001646352221892
2.4,0.3298925951198428
2.5,0.3511127859492547
2.6,0.28621738150608644
2.7,0.3036013050737797
2.8,0.23930664163898108
2.9,0.41968212106579983
3.0,0.4543051797194875
3.1,0.4207653774805212
3.2,0.5151931633307492
3.3,0.41853717378249544
3.4,0.4032374676660161
3.5,0.24303292387513312
3.6,0.18474464170883684
3.7,0.3206743260486764
3.8,0.3278227601777616
3.9,0.3035149763555633
4.0,0.30793811228058504
4.1000000000000005,0.1771236180563032
4.2,0.4300665729571333
4.3,0.09418242243491273
4.4,0.1695172697141992
4.5,0.21590516283637584
4.6,0.32301753821524914
4.7,0.20878603379801386
4.8,0.18199316394484108
4.9,0.26590214368374804
5.0,0.3569004653768677
5.1000000000000005,0.28867783173638245
5.2,0.2742111472183765
5.3,0.21141792289140568
5.4,0.3574976129963732
5.5,0.371417503770461
5.6000000000000005,0.16333581724174814
5.7,0.21058488670841358
5.8,0.2352194131775047
5.9,0.4130782511157686
6.0,0.4460616935419655
6.1000000000000005,0.22450924988281176
6.2,0.28965443307634453
6.3,0.24761554239416533
6.4,0.3113917371248418
6.5,0.446120412981785
6.6000000000000005,0.21385612298575563
6.7,0.1966585350147649
6.8,0.2431074582012691
6.9,0.22881451202964367
7.0,0.3454147397885886
7.1000000000000005,0.3773372737593166
7.2,0.3589919695466042
7.3,0.22576098528628855
7.4,0.24898879175800612
7.5,0.2986047968139575
7.6000000000000005,0.33823434547211567
7.7,0.2781387071803519
7.8,0.25832502565824134
7.9,0.1972081351034905
8.0,0.35500345636838593
8.100000000000001,0.2101457992053208
8.200000000000001,0.1919684403291353
8.3,0.18747124157085052
8.4,0.1659091173716468
8.500000000000002,0.14555022557155362
8.600000000000001,0.19250980140066407
