Time (s),CI
0.3,0.8010909068102778
0.4,1.0143155015521126
0.5,0.7645833606322636
0.6000000000000001,0.66660000962049
0.7,1.215178348285083
0.8,1.4595920460602083
0.9000000000000001,0.9245864468302003
1.0,0.9901421302526245
1.1,1.4029712270991352
1.2,1.0185513041846082
1.3,1.1918902852963704
1.4000000000000001,0.8289055668105106
1.5000000000000002,0.7322137769815352
1.6,0.507479084104993
1.7000000000000002,0.7792044006654342
1.8,0.8717080934397812
1.9000000000000001,0.865987628284949
2.0,0.817354092820577
2.1,0.6326950842133909
2.2,0.5419014063277144
2.3,1.040809264275585
2.4,1.0300575117047885
2.5,0.8055654821970046
2.6,0.6708283716454617
2.7,0.5915734096101335
2.8,1.2557754054177444
2.9,1.0671046377539612
3.0,0.982447855645499
3.1,0.7558747794097445
3.2,1.1215183746350907
3.3,0.5693985931504765
3.4,0.7856612428094348
3.5,0.6394625966872134
3.6,0.23123285535944552
3.7,0.33143652858212774
3.8,0.2095128280212756
3.9,0.19773138955742833
4.0,0.3874828552750787
4.1000000000000005,0.7906362817713178
4.2,0.8294291086088257
4.3,0.5186285062517763
4.4,0.5485614536321674
4.5,0.6955149168595343
4.6,0.596813772774877
4.7,0.4560594365407464
4.8,0.6296699731341394
4.9,0.6559056776319317
5.0,0.8130398288929065
5.1000000000000005,0.6084075511615232
5.2,0.4771906050677729
5.3,0.44298471596178285
5.4,0.6144912660383447
5.5,0.8309258030925659
5.6000000000000005,0.8402407114209297
5.7,0.8481165907156478
5.8,0.9071673742908986
5.9,0.9259714610700303
6.0,0.9863280291185061
6.1000000000000005,0.9224464820813909
6.2,0.5964430939733139
6.3,0.5460841620976817
6.4,0.6009402495541739
6.5,1.0637655471929248
6.6000000000000005,0.9044461585494935
6.7,0.6042564506488939
6.8,0.6830530222829312
6.9,0.8006218373039633
7.0,1.1137652482241105
7.1000000000000005,1.0052343725891477
7.2,0.8559460043346951
7.3,0.611333142443852
7.4,0.601441223740199
7.5,0.6901838943243422
7.6000000000000005,0.8585879491841607
7.7,0.5808083598335055
7.8,0.5610411867533703
7.9,0.4599161417254528
8.0,0.3915159265902635
8.100000000000001,0.4328264787521848
8.200000000000001,0.8289118987183034
8.3,0.5914458659845895
8.4,0.6669298308320998
8.500000000000002,0.8014042560197048
8.600000000000001,0.8530339846646549
8.700000000000001,0.6419315938199991
8.8,0.32944248166033163
8.9,0.2995529510580902
9.000000000000002,0.47986171342871425
9.100000000000001,0.5290236538484425
9.200000000000001,0.5692812072870438
9.3,0.6310128831742625
9.4,0.6256411315763568
